precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
16,DÂMBOVIŢA,"SALĂ DE FESTIVITĂȚI",306,MOROENI,68182,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:46",477,465,0,12,0,339,327,0,12,0,334,5,520,181,125,25,155,29
16,DÂMBOVIŢA,"SCOALA GLOD",302,MOROENI,68182,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:27:01",1422,1409,0,11,2,1044,1031,0,11,2,963,77,1550,510,305,47,573,38
16,DÂMBOVIŢA,"SCOALA MUSCEL",305,MOROENI,68182,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:51",69,61,0,7,1,47,39,0,7,1,46,1,70,23,15,7,22,2
16,DÂMBOVIŢA,"SCOALA VECHE-GRADINITA",303,MOROENI,68182,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:41",969,953,0,5,11,651,635,0,5,11,636,15,1050,399,217,61,327,31
16,DÂMBOVIŢA,"SCOALA VECHE - GRĂDINIȚA MORENI",304,MOROENI,68182,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:46",1144,1110,0,5,29,749,715,0,5,29,723,26,1255,477,280,90,302,51
