precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIŞAN CONSTANTIN-ANELIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ISPĂSEANU GABRIEL-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DOCHINOIU NICULAIE-PARTIDUL SOCIAL DEMOCRAT-voturi","SUCALĂ CLAUDIU-ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZINCĂ GEORGE-SORINEL-PARTIDUL PATRIOȚILOR-voturi","DEACONU MARIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","CANDIDATU MARIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","ION CRISTINEL-RELIU-voturi"
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",515,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:56",745,683,0,32,30,479,417,0,32,30,469,10,800,321,181,51,113,56,8,37,8,15
3,ARGEŞ,"ŞCOALA FATA",516,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:18",412,373,0,22,17,288,249,0,22,17,273,15,420,132,74,45,85,11,2,7,4,45
3,ARGEŞ,"ŞCOALA FRĂTICI",517,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:16",343,318,0,25,0,240,215,0,25,0,230,10,340,100,34,22,64,6,10,93,0,1
3,ARGEŞ,"ŞCOALA IZVORU DE SUS",518,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:34",278,264,0,13,1,169,155,0,13,1,163,6,300,131,47,43,39,12,0,9,9,4
3,ARGEŞ,"ŞCOALA PRODANI-CONTAINER MODULAR",519,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:34",572,547,5,11,9,403,383,0,11,9,394,9,630,227,197,31,96,6,1,47,7,9
3,ARGEŞ,"ŞCOALA VAŢA",520,VEDEA,19793,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:23",486,472,0,9,5,307,293,0,9,5,300,7,526,219,142,50,60,30,0,9,1,8
