precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV ALBENI",274,"SCURTU MARE",154068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:22",151,124,0,7,20,97,70,0,7,20,89,8,132,35,31,36,14,8,0
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV DRACESTI",275,"SCURTU MARE",154068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:36",305,244,0,42,19,242,181,0,42,19,228,14,280,38,89,83,36,14,6
36,TELEORMAN,"LOCALUL ŞCOLII GENERALE CU CLASELE I – VIII SCURTU MARE",273,"SCURTU MARE",154068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:35",906,755,1,82,68,754,604,0,82,68,681,25,830,124,37,301,271,46,26
