precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SABOU ROMEO-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LAZAR MIHAI-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLĂCIAN DELIA-CORINA-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPRIŞ CRISTIAN-IOAN-PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"BAZA SPORTIVĂ",63,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:19",749,744,0,5,0,443,438,0,5,0,432,11,855,412,13,59,346,9,5
33,SĂLAJ,"CENTRUL CULTURAL",58,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:21",1342,1329,0,10,3,699,686,0,10,3,685,14,1492,793,7,100,558,12,8
33,SĂLAJ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",60,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:33",1814,1802,0,12,0,849,837,0,12,0,819,30,2000,1151,17,154,617,22,9
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:35:56",1552,1522,7,8,15,867,843,1,8,15,844,23,1700,833,17,159,622,26,20
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",61,"ORAŞ ŞIMLEU SILVANIEI",139884,5,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:25",1607,1593,4,9,1,855,845,0,9,1,832,23,1800,945,22,142,644,21,3
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:51",1429,1424,1,4,0,669,665,0,4,0,655,14,1600,931,12,117,486,30,10
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:35",1514,1498,1,9,6,798,783,0,9,6,774,24,1650,852,24,181,517,27,25
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:19:15",1642,1630,4,6,2,924,916,0,6,2,895,29,1800,876,30,225,598,30,12
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:08:05",1505,1500,0,5,0,863,858,0,5,0,757,106,1635,772,5,102,640,2,8
