precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:57:50",308,302,0,0,6,178,172,0,0,6,174,4,400,222,3,12,13,146
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:56:16",279,274,0,4,1,126,121,0,4,1,122,4,300,173,12,10,9,91
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:50:07",1348,1277,0,0,71,862,791,0,0,71,824,38,1421,559,73,51,48,652
