precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TATAR LUCIAN-MARINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ARDELEAN SIMION-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIŢ FLORIN-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMIN CULTURAL CHILIA",215,HOMOROADE,137899,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:37:02",191,167,0,16,8,119,95,0,16,8,111,8,200,81,5,78,28
32,"SATU MARE","CĂMIN CULTURAL HOMORODU DE JOS",216,HOMOROADE,137899,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:39",303,292,0,5,6,151,140,0,5,6,148,3,320,169,12,119,17
32,"SATU MARE","CĂMIN CULTURAL NECOPOI",217,HOMOROADE,137899,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:10:50",178,162,0,8,8,108,92,0,8,8,104,4,200,92,2,91,11
32,"SATU MARE","CĂMIN CULTURAL SOLDUBA",218,HOMOROADE,137899,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:38",219,194,0,16,9,138,113,0,16,9,132,6,236,98,18,90,24
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",214,HOMOROADE,137899,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:46",542,491,0,26,25,354,303,0,26,25,340,14,549,195,44,195,101
