precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:23",777,774,0,3,0,348,345,0,3,0,309,39,855,507,130,50,40,16,62,11
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORNAL SÎRBI",317,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:13",594,587,0,3,4,300,293,0,3,4,285,15,650,350,169,63,23,24,2,4
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:49",973,966,3,2,2,478,474,0,2,2,462,16,1066,588,112,188,76,56,12,18
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",54,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:44",897,885,2,10,0,362,352,0,10,0,344,18,976,614,75,160,47,46,7,9
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",52,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:17",1665,1655,0,10,0,709,699,0,10,0,684,25,1832,1123,231,259,69,80,12,33
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",53,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:55",1773,1753,1,17,2,802,783,0,17,2,785,15,1936,1136,234,337,77,85,19,33
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",16,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:41",1700,1692,0,8,0,754,746,0,8,0,717,33,1866,1116,212,248,76,107,29,45
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",15,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:35",884,879,1,4,0,398,393,1,4,0,377,21,963,565,115,141,49,31,16,25
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 15 FOCȘANI",14,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:41",1460,1454,0,6,0,598,592,0,6,0,559,39,1609,1011,172,212,59,79,11,26
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",28,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:30:15",1261,1249,0,12,0,461,449,0,12,0,437,24,1383,922,130,177,31,76,2,21
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",29,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:10",1550,1540,0,10,0,588,578,0,10,0,571,17,1704,1116,152,254,58,67,13,27
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",58,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:00",1014,1001,2,11,0,428,417,0,11,0,411,17,1106,678,102,176,39,62,13,19
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 18",43,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:11",983,976,0,7,0,524,517,0,7,0,432,15,1079,618,145,139,37,86,8,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 18 FOCȘANI",42,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:55:56",1369,1360,2,6,1,607,600,0,6,1,586,17,1535,932,187,217,64,80,18,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8",56,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:17",897,885,1,11,0,400,389,0,11,0,383,17,980,563,114,126,45,72,7,19
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:32",1273,1260,1,12,0,591,579,0,12,0,555,24,1404,825,166,178,76,85,9,41
41,VRANCEA,"GRĂDINIȚA DE COPII - SALA II",120,BROŞTENI,175466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:18",527,525,0,1,1,316,314,0,1,1,298,18,579,263,101,125,47,12,2,11
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:28:28",362,347,1,7,7,229,215,0,7,7,215,14,389,160,52,85,21,47,3,7
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:43",1277,1263,0,10,4,415,405,0,6,4,392,23,1379,964,81,211,41,44,4,11
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:07",1726,1695,0,8,23,544,513,0,8,23,508,36,1899,1355,363,51,31,8,15,40
41,VRANCEA,"GRĂDINIȚA, SAT VETREȘTI-HERĂSTRĂU",232,NISTOREŞTI,177003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:48",778,763,0,3,12,475,460,0,3,12,450,25,853,378,68,270,75,25,1,11
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:51",392,386,0,3,3,204,198,0,3,3,188,9,433,235,26,88,25,42,4,3
41,VRANCEA,"GRADINITA „VOINICELUL” NECULELE",347,VINTILEASCA,178475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:21:36",381,360,0,14,7,226,205,0,14,7,218,8,399,173,27,175,10,3,0,3
41,VRANCEA,"IMOBIL BIROURI",139,CIORĂŞTI,175590,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:24",486,472,1,13,0,261,247,1,13,0,228,33,521,260,167,41,13,4,0,3
41,VRANCEA,"INSPECTORATUL TERITORIAL DE MUNCĂ VRANCEA",36,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:41",1216,1203,0,13,0,579,566,0,13,0,559,20,1331,752,196,188,44,98,15,18
41,VRANCEA,"INTERNAT SCOLAR",230,NEREJU,176944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:16",586,575,0,11,0,363,352,0,11,0,331,32,631,268,127,192,2,1,0,9
41,VRANCEA,"LICEUL DE AGRICULTURĂ ȘI INDUSTRIE ALIMENTARĂ",87,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:33",1576,1559,3,1,13,844,831,1,1,11,796,48,1744,900,164,502,53,45,6,26
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:09",1281,1271,0,10,0,641,631,0,10,0,614,27,1401,760,170,211,82,109,8,34
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",77,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:06",1563,1552,5,5,1,593,586,1,5,1,574,19,933,340,148,251,97,34,27,17
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",78,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:14",1417,1384,2,4,27,578,547,0,4,27,553,25,1524,946,123,221,107,51,29,22
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",18,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:39",1406,1397,0,9,0,629,620,0,9,0,584,45,1536,907,210,191,73,64,14,32
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",17,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:13",730,720,2,8,0,358,350,0,8,0,342,16,795,437,136,93,33,56,7,17
41,VRANCEA,"LICEUL TEORETIC ”DUILIU ZAMFIRESCU” ODOBEȘTI",86,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:09",1561,1523,1,33,4,803,766,0,33,4,754,24,1682,885,187,417,56,67,9,18
41,VRANCEA,"LICEUL TEORETIC ”GRIGORE GHEBA” DUMITREȘTI",155,DUMITREŞTI,175983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:26",615,576,0,19,20,431,392,0,19,20,396,16,652,240,130,223,23,12,6,2
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:09:24",1062,1051,0,7,4,466,455,0,7,4,446,20,1162,696,134,134,38,95,7,38
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:07",1327,1316,2,8,1,613,604,0,8,1,594,19,1445,832,207,175,61,104,6,41
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:05:16",1548,1533,0,3,12,733,718,0,3,12,701,32,1678,936,391,168,22,92,8,20
41,VRANCEA,"OBŞTEA PRISACA",323,"VALEA SĂRII",178313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:39",143,138,0,5,0,102,97,0,5,0,101,1,149,47,29,56,6,4,1,5
41,VRANCEA,"PRIMARIA COMUNEI SIHLEA",273,SIHLEA,177600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:29",1890,1850,1,9,30,999,960,0,9,30,943,56,2077,1078,636,214,53,22,4,14
41,VRANCEA,PRIMARIE,143,CORBIŢA,175787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:21",345,332,0,11,2,198,185,0,11,2,193,5,363,165,63,118,6,0,3,3
41,VRANCEA,PRIMARIE,306,TÂMBOEŞTI,178046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:59",1205,1114,1,35,55,664,574,0,35,55,610,54,1283,619,529,49,21,5,1,5
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:02",531,504,0,2,25,312,287,0,2,23,295,17,581,269,49,214,19,7,0,6
41,VRANCEA,"SALA DE ȘEDINȚE MĂRĂȘTI",260,RĂCOASA,177405,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:10",387,376,0,6,5,197,186,0,6,5,177,20,414,217,37,78,43,16,0,3
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:51",495,474,1,5,15,275,255,0,5,15,251,19,525,255,57,157,11,16,6,4
41,VRANCEA,"SALA DE SPORT",67,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:55",1171,1163,0,6,2,534,526,0,6,2,513,21,1286,752,165,208,59,28,25,28
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:25:55",1480,1455,5,13,7,742,721,1,13,7,702,32,1601,867,254,305,71,48,4,20
41,VRANCEA,"SALĂ FESTIVITĂŢI",321,"VALEA SĂRII",178313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:34",625,597,0,8,20,396,368,0,8,20,382,14,656,260,157,166,26,17,4,12
41,VRANCEA,"SALA SPORTURILOR",35,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:25",1199,1190,2,7,0,492,485,0,7,0,479,13,1315,823,138,176,45,95,6,19
41,VRANCEA,"SC FREEDOM CAFE-BAR S.R.L.",59,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:51",1382,1361,1,7,13,580,560,0,7,13,557,23,1498,918,133,210,92,69,23,30
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:26",415,388,0,16,11,286,259,0,16,11,272,14,425,139,23,171,9,16,47,6
41,VRANCEA,"SCOALA BECIU",332,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:18",361,349,0,6,6,185,173,0,6,6,179,6,387,202,16,145,10,4,1,3
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:07",478,452,0,4,22,285,259,0,4,22,268,14,501,216,31,188,22,18,2,7
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:46",1212,1192,1,6,13,403,384,0,6,13,391,12,1332,929,88,177,56,41,3,26
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:32",279,262,0,6,11,151,134,0,6,11,142,9,286,135,63,47,27,4,1,0
41,VRANCEA,"ŞCOALA CODREŞTI",138,CIORĂŞTI,175590,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:26",161,154,0,7,0,93,86,0,7,0,87,6,169,76,74,7,3,1,1,1
41,VRANCEA,"SCOALA CU CLASELE I-IV",118,BORDEŞTI,175439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:43",255,236,0,8,11,255,236,0,8,11,235,20,445,190,63,96,37,25,6,8
41,VRANCEA,"ŞCOALA CU CLASELE I-IV",226,NĂRUJA,176891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:43",545,540,0,1,4,312,307,0,1,4,299,13,592,280,31,222,38,3,3,2
41,VRANCEA,"SCOALA CU CLASELE I-IV DEALU SARII",202,JITIA,176551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:18",137,132,0,1,4,91,86,0,1,4,79,12,149,58,19,51,3,3,3,0
41,VRANCEA,"ŞCOALA CU CLASELE I-IV DOAGA",174,GAROAFA,176212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:30",370,360,0,10,0,200,190,0,10,0,191,9,403,203,115,44,17,9,2,4
41,VRANCEA,"ŞCOALA CU CLASELE I-IV FUNDATURA",237,PĂULEŞTI,178910,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:49",437,431,0,2,4,266,260,0,2,4,252,14,476,210,119,95,5,24,4,5
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA",200,JITIA,176551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:19",574,558,0,2,14,368,352,0,2,14,339,29,640,272,126,187,12,5,2,7
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA DE JOS NR.1",203,JITIA,176551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:02",340,328,0,3,9,237,225,0,3,9,228,9,373,136,49,147,17,7,3,5
41,VRANCEA,"ȘCOALA CU CLASELE I-IV OLEȘEȘTI",316,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:35",706,697,0,8,1,396,387,0,8,1,375,21,771,375,220,63,26,48,4,14
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:57",275,268,0,0,7,179,172,0,0,7,161,18,305,126,33,87,11,22,4,4
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:42",120,114,0,5,1,84,78,0,5,1,78,6,126,42,8,54,9,3,2,2
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:09",493,478,1,3,11,340,326,0,3,11,303,37,538,198,42,122,10,109,8,12
41,VRANCEA,"SCOALA CU CLASELE I - IV VITANESTII DE SUB MAGURA",116,BOLOTEŞTI,175368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:04",612,588,0,13,11,342,318,0,13,11,325,17,663,321,242,37,18,23,0,5
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:30",1269,1252,0,4,13,491,474,0,4,13,468,23,1404,913,327,45,55,5,9,27
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:34",224,216,0,3,5,127,119,0,3,5,112,15,237,110,16,68,15,11,1,1
41,VRANCEA,"SCOALA ” DIMITRIE GUSTI” NEREJU",228,NEREJU,176944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:59",1388,1379,0,9,0,865,856,0,9,0,832,33,1521,656,273,505,33,5,2,14
41,VRANCEA,"SCOALA DIN LIVEZILE",349,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:02",595,569,0,3,23,317,291,0,3,23,306,10,625,309,221,67,9,5,1,3
41,VRANCEA,"SCOALA DIN MESTEACANU",350,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:18:36",291,284,0,7,0,135,128,0,7,0,133,2,312,177,123,6,2,2,0,0
41,VRANCEA,"SCOALA DIN VIZANTEA MANASTIREASCA",352,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:06",1358,1301,1,8,48,642,586,0,8,48,626,16,1487,845,573,30,11,5,1,6
41,VRANCEA,"SCOALA DIN VIZANTEA RAZASEASCA",353,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:36",587,563,0,4,20,288,264,0,4,20,280,8,618,330,249,24,2,1,3,1
41,VRANCEA,"ŞCOALA DOAGA",81,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:04",222,214,0,8,0,77,69,0,8,0,74,3,235,158,19,20,20,9,5,1
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:41",354,339,1,8,6,207,193,0,8,6,190,17,381,174,47,91,42,6,0,4
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:22",703,692,0,8,3,323,312,0,8,3,299,24,758,435,82,143,29,26,6,13
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:12",353,344,0,3,6,353,344,0,3,6,317,36,794,441,62,155,56,24,4,16
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:38",554,545,0,9,0,286,277,0,9,0,270,16,601,315,71,179,8,5,1,6
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:54",648,638,1,5,4,329,319,1,5,4,312,1,709,390,56,172,25,28,2,29
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:01",272,265,0,7,0,142,135,0,7,0,127,15,297,155,54,44,16,12,1,0
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:49",447,438,0,8,1,210,201,0,8,1,197,13,494,284,73,58,37,21,2,6
41,VRANCEA,"SCOALA GENERALA",272,RUGINEŞTI,177557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:17",255,245,0,5,5,144,134,0,5,5,127,8,269,134,8,99,5,7,4,4
41,VRANCEA,"SCOALA GENERALA",271,RUGINEŞTI,177557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:15",554,538,0,4,12,293,277,0,4,12,269,24,607,314,76,156,17,3,10,7
41,VRANCEA,"SCOALĂ GENERALA ADJUDU VECHI",72,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:55",1397,1391,0,5,1,621,615,0,5,1,596,25,1535,914,151,288,62,14,58,23
41,VRANCEA,"SCOALA GENERALA NR.1, CORP A",244,PLOSCUŢENI,178894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:11",990,958,0,0,32,490,458,0,0,32,441,19,1086,596,148,222,12,45,5,9
41,VRANCEA,"SCOALA GENERALA NR.1, CORP B",245,PLOSCUŢENI,178894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:56",1127,1088,0,3,36,609,571,0,3,35,587,22,1233,624,210,284,18,53,2,20
41,VRANCEA,"SCOALA GENERALA PODURI",322,"VALEA SĂRII",178313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:37",233,208,0,14,11,158,133,0,14,11,155,3,240,82,47,81,19,3,0,5
41,VRANCEA,"SCOALA GENERALA POIENILE",189,"GURA CALIŢEI",176338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:45",282,265,0,10,7,181,165,0,10,6,156,25,300,119,70,46,17,16,2,5
41,VRANCEA,"SCOALA GENERALA REPEDEA",292,STRĂOANE,177799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:48",305,298,0,7,0,145,138,0,7,0,136,9,330,185,43,75,10,3,3,2
41,VRANCEA,"SCOALA GENERALA SATU-NOU",207,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:27",205,185,0,13,7,117,97,0,13,7,112,5,212,95,78,22,4,5,1,2
41,VRANCEA,"SCOALA GENERALA TATARU",209,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:05",646,599,0,22,25,415,368,0,22,25,391,24,694,279,309,40,16,22,0,4
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:21",592,581,0,5,6,344,333,0,5,6,317,27,651,307,82,132,67,25,4,7
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:37",1254,1248,0,0,6,420,414,0,0,6,405,15,1384,964,84,214,53,39,1,14
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:21",1260,1246,2,4,8,454,442,0,4,8,423,31,1387,933,80,239,44,42,9,9
41,VRANCEA,"SCOALA GENERAL[ SIMION MEHEDINTI",285,SOVEJA,177762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:10",1003,963,1,15,24,622,582,1,15,24,576,46,1072,450,367,127,33,36,6,7
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",32,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:40",652,648,0,4,0,263,259,0,4,0,259,4,724,459,75,107,28,37,4,8
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",31,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:01",1142,1128,3,10,1,515,504,0,10,1,504,11,1271,756,163,184,53,66,18,20
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",13,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1160,1153,1,6,0,486,480,0,6,0,477,9,1278,792,140,199,53,50,6,29
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",10,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:21",1591,1585,0,6,0,654,648,0,6,0,631,23,1755,1101,216,198,85,100,12,20
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",11,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:37",1612,1608,0,4,0,652,648,0,4,0,631,21,1780,1127,206,212,62,90,13,48
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",12,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:36",1559,1553,0,6,0,597,591,0,6,0,577,20,1711,1108,155,235,68,73,13,33
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",51,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:10",843,836,0,7,0,371,364,0,7,0,353,18,924,553,115,142,32,40,5,19
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",49,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:59:57",831,824,0,7,0,340,333,0,7,0,324,16,911,570,83,143,30,48,8,12
