precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMAN PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA GABRIEL-DIAMANDESCU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VERTOPAN MARIANA-FORȚA DREPTEI-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL OPATIŢA",255,"ORAŞ DETA",155458,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:16:48",591,573,2,5,11,309,293,0,5,11,293,16,690,381,206,47,40
37,TIMIŞ,"CENTRUL CULTURAL AL ORAȘULUI DETA",254,"ORAŞ DETA",155458,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:16",1113,1100,2,9,2,372,361,0,9,2,360,12,1200,828,210,79,71
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:41:17",1671,1645,2,10,14,702,678,0,10,14,676,26,2000,1298,470,91,115
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",253,"ORAŞ DETA",155458,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:45",1593,1576,2,10,5,546,531,0,10,5,537,9,1600,1054,325,76,136
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",252,"ORAŞ DETA",155458,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:46",1538,1523,7,6,2,531,523,0,6,2,505,26,1600,1069,325,74,106
