precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGNOI NARCIS-NICULAE-PARTIDUL SOCIAL DEMOCRAT-voturi","ULEIA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE GEORGE-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:13:56",1166,1134,0,26,6,807,775,0,26,6,752,10,1300,538,452,283,17
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:44",1400,1380,2,9,9,678,660,0,9,9,656,22,1518,840,112,540,4
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,5,PART,PRCNCT,P,P_SV,"2024-06-10 09:06:56",1208,1182,2,21,3,811,786,1,21,3,798,13,1300,489,525,245,28
