precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","MOGOŞ RADU-NICU-voturi"
2,ARAD,"CĂMINUL CULTURAL ACIUŢA",337,PLEŞCUŢA,11762,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:25",175,162,3,10,0,135,122,3,10,0,130,5,180,45,6,7,91,21,0,2,3
2,ARAD,"CĂMINUL CULTURAL GURA VĂII",338,PLEŞCUŢA,11762,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:38",235,224,0,3,8,159,148,0,3,8,157,2,243,84,2,27,98,27,0,2,1
2,ARAD,"CĂMINUL CULTURAL TĂLAGIU",339,PLEŞCUŢA,11762,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:48",315,295,0,13,7,243,224,0,12,7,231,11,324,82,32,9,77,100,3,9,1
2,ARAD,"PRIMĂRIA COMUNEI PLEŞCUŢA",336,PLEŞCUŢA,11762,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:13",220,205,0,10,5,171,156,0,10,5,166,5,230,59,4,19,114,23,1,1,4
