precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","VASILE MINUŞ-voturi"
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",219,GROJDIBODU,127224,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:28",787,750,0,9,28,527,490,0,9,28,486,41,858,331,59,331,96
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",220,GROJDIBODU,127224,8,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:10",800,778,0,0,22,518,497,0,0,21,491,27,881,363,44,342,105
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL HOTARU",221,GROJDIBODU,127224,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:26",525,499,1,4,21,347,322,0,4,21,335,12,574,227,50,272,13
