precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOSIF DORIAN-SIMION-voturi"
13,CLUJ,"CAMIN CULTURAL SALISTE",418,CIURILA,57225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:49",99,83,0,16,0,81,65,0,16,0,79,2,111,30,13,49,11,3,0,3
13,CLUJ,"CĂMINUL CULTURAL SĂLICEA",417,CIURILA,57225,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:05:02",696,572,9,110,5,487,368,4,110,5,477,9,627,140,53,57,187,143,5,32
13,CLUJ,"CONSILIUL LOCAL CIURILA",415,CIURILA,57225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:45",256,233,2,21,0,179,158,0,21,0,175,4,236,57,17,54,43,60,0,1
13,CLUJ,"SCOALA GIMNAZIALA",419,CIURILA,57225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:16",280,258,1,20,1,175,154,0,20,1,165,10,283,108,15,52,87,5,5,1
13,CLUJ,"SCOALA GIMNAZIALA",416,CIURILA,57225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:24",250,216,1,28,5,166,132,1,28,5,163,3,245,79,16,80,55,6,4,2
