precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOR SOCRATE-GREGORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MOLDOVEANU LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂCUIU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:15",958,936,1,8,13,618,597,0,8,13,603,15,1072,454,201,27,375
10,BUZĂU,"SCOALA GIMNAZIALĂ SAT BALTA TOCILA",352,SCORŢOASA,49313,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:09",249,238,1,6,4,162,152,0,6,4,161,1,263,101,92,7,62
10,BUZĂU,"ŞCOALA PRIMARĂ SAT BECIU",353,SCORŢOASA,49313,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:32",111,108,0,3,0,72,69,0,3,0,71,1,118,46,23,5,43
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GOLU GRABICINA",354,SCORŢOASA,49313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:36:01",236,226,0,3,7,171,161,0,3,7,158,3,248,85,66,5,87
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GRABICINA DE JOS",355,SCORŢOASA,49313,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:54",125,118,0,4,3,84,77,0,4,3,83,1,133,49,23,5,55
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA VĂII",356,SCORŢOASA,49313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:51:53",169,162,0,2,5,107,100,0,2,5,104,3,183,76,32,12,60
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOPEASA DE SUS",357,SCORŢOASA,49313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:56:18",135,120,0,12,3,84,69,0,12,3,81,3,135,51,31,0,50
