precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVEANU ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FINOGHEN VITALI-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","AVERIAN ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCIOC CĂTĂLIN-ALEXANDRU-FORȚA DREPTEI-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL SABANGIA",177,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:02",447,438,0,8,1,200,191,0,8,1,193,7,484,284,23,108,56,6
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL VISTERNA",178,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:53",321,317,0,4,0,142,138,0,4,0,137,5,351,209,42,56,32,7
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",175,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:26",1318,1315,0,0,3,548,545,0,0,3,537,11,1457,909,58,274,179,26
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",174,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:38",1490,1486,1,0,3,651,648,0,0,3,636,15,1643,992,40,303,268,25
38,TULCEA,"ȘCOALA GIMNAZIALĂ ZEBIL",179,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:02",1054,1037,0,14,3,432,415,0,14,3,406,26,1145,713,79,216,93,18
38,TULCEA,"ŞCOALA PRIMARĂ ENISALA",176,SARICHIOI,161179,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:03",769,763,0,5,1,385,379,0,5,1,372,12,843,459,64,220,74,14
