precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUREA VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATE IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MOLDOVAN ANA-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMIN CULTURAL",242,"SÂNMIHAIU DE CÂMPIE",34477,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:05",176,146,0,25,5,128,98,0,25,5,127,1,150,22,2,94,31
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BRĂTENI",240,"SÂNMIHAIU DE CÂMPIE",34477,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:17:50",79,55,0,22,2,67,43,0,22,2,64,3,80,13,2,40,22
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂLCUŢA",241,"SÂNMIHAIU DE CÂMPIE",34477,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:55",93,79,0,7,7,74,60,0,7,7,73,1,100,26,0,39,34
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNMIHAIU DE CÎMPIE",239,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:57:42",578,537,0,25,16,433,392,0,25,16,395,11,538,130,4,203,188
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ZORENI",243,"SÂNMIHAIU DE CÂMPIE",34477,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:39:39",231,215,0,11,5,175,159,0,11,5,171,3,240,66,1,110,60
