precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IAREMA ANDREI-SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BIRĂU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","HERMAN IOAN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL VARIAŞ",604,VARIAŞ,159213,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:02:37",1803,1778,5,13,7,891,871,0,13,7,867,21,2000,1109,119,458,290
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:17",455,445,0,6,4,191,181,0,6,4,183,8,569,378,10,146,27
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GELU",606,VARIAŞ,159213,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:31:24",1282,1261,0,17,4,631,610,0,17,4,614,17,1300,669,54,466,94
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ VARIAŞ",605,VARIAŞ,159213,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:06:56",1832,1799,2,19,12,1008,976,1,19,12,970,38,2000,992,114,563,293
