precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",131,ANINOASA,65379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:57",1006,997,0,7,2,565,556,0,7,2,548,17,1100,535,134,344,29,41
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",130,ANINOASA,65379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:36",1095,1064,0,22,9,643,612,0,22,9,622,21,1160,517,144,401,35,42
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",134,ANINOASA,65379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:24:22",1160,1148,1,5,6,661,649,1,5,6,634,27,1261,600,174,365,53,42
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",133,ANINOASA,65379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:59",1035,1008,0,8,19,622,595,0,8,19,600,22,1330,708,174,355,34,37
16,DÂMBOVIŢA,"ŞCOALA SĂTENI",132,ANINOASA,65379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:43",1271,1257,0,4,10,710,696,0,4,10,691,19,1370,660,82,546,30,33
