precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂESCU MUGUR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRESCU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","OPROIU IONEL-EMANUEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIU MIHAI-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","DOAGĂ MARIAN-EMANUEL-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"ŞCOALA GIMNAZIALĂ DUMITRU BUZDUN",80,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:07",1151,1136,1,5,9,644,630,0,5,9,614,28,1256,589,78,335,132,20,49
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",20,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:19",1161,1152,2,7,0,577,570,0,7,0,547,30,1253,676,78,228,172,28,41
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",21,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:11",1132,1120,2,9,1,511,502,0,9,0,499,12,1220,708,78,220,155,23,23
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",19,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:30",1535,1528,1,6,0,773,767,0,6,0,728,45,1676,903,127,270,238,37,56
30,OLT,"ŞCOALA GIMNAZIALĂ FĂGEŢELU",192,FĂGEŢELU,126905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:23",503,380,0,102,21,371,248,0,102,21,341,30,436,65,64,187,43,13,34
30,OLT,"SCOALA GIMNAZIALA FARCASELE",199,FĂRCAŞELE,127019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:53",685,676,1,1,7,396,389,0,1,6,375,21,750,354,51,196,97,13,18
30,OLT,"ŞCOALA GIMNAZIALĂ FLORIAN DIȚULEASA VITĂNEȘTI",297,SÂRBII-MĂGURA,130366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:07",847,784,0,22,41,566,503,0,22,41,550,16,910,344,46,389,78,28,9
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",47,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:30",1363,1353,0,10,0,725,715,0,10,0,697,28,1484,759,87,291,232,20,67
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",48,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:41",1104,1094,1,9,0,514,505,0,9,0,490,24,1185,671,69,195,145,32,49
30,OLT,"SCOALA GIMNAZIALA GEORGE VISAN POTELU",225,IANCA,127251,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:06",961,911,0,23,27,653,604,0,23,26,626,27,1008,355,30,344,227,17,8
30,OLT,"ŞCOALA GIMNAZIALĂ GHEORGHE MAGHERU",62,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:56:06",1770,1758,0,5,7,896,884,0,5,7,852,36,1940,1052,170,503,97,37,45
30,OLT,"ŞCOALA GIMNAZIALĂ GHIMPEŢENI",209,GHIMPEŢENI,130311,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:02",778,724,1,21,32,563,510,0,21,32,542,21,833,270,132,358,21,9,22
30,OLT,"ŞCOALA GIMNAZIALĂ GRĂDINARI",215,GRĂDINARI,127171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:20",629,555,0,50,24,629,555,0,50,24,607,22,833,204,90,273,223,8,13
30,OLT,"SCOALA GIMNAZIALA HOTARANI",200,FĂRCAŞELE,127019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:48",669,655,1,4,9,394,381,0,4,9,375,19,731,337,46,218,78,29,4
30,OLT,"SCOALA GIMNAZIALA ICOANA",229,ICOANA,127322,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:14",527,487,1,30,9,379,339,1,30,9,368,6,535,160,46,145,159,9,9
30,OLT,"ŞCOALA GIMNAZIALĂ ” ION I.GRAURE ” BĂLTENI",127,BĂLTENI,130286,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:01",1338,1316,0,7,15,810,788,0,7,15,775,35,1436,626,79,541,100,38,17
30,OLT,"ŞCOALA GIMNAZIALĂ MATEI BASARAB",141,BRÂNCOVENI,126022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:29",958,847,0,102,9,713,602,0,102,9,687,26,916,203,35,375,227,15,35
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",73,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:45",1253,1230,2,21,0,586,565,0,21,0,564,22,1381,795,74,281,139,19,51
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",72,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:56",1609,1589,2,16,2,776,758,0,16,2,765,3,1789,990,109,442,155,22,37
30,OLT,"ŞCOALA GIMNAZIALĂ MIHAIL EMINESCU",86,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:27",1186,1176,0,7,3,489,479,0,7,3,446,36,1302,813,65,228,114,18,21
30,OLT,"ŞCOALA GIMNAZIALĂMIHAIL EMINESCU",87,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:21",1066,1052,1,8,5,413,399,1,8,5,397,16,1165,752,64,195,84,33,21
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",17,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:19",1425,1412,3,10,0,696,685,1,10,0,661,35,1566,844,59,268,232,31,71
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",18,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:21",1228,1219,2,7,0,639,632,0,7,0,601,37,1346,708,70,226,231,21,53
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",56,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:33",1448,1444,0,2,2,668,664,0,2,2,638,30,1684,1016,118,328,127,26,39
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",57,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:32",1323,1313,1,9,0,606,597,0,9,0,582,24,1449,843,90,306,120,26,40
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",4,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:58:38",1171,1147,0,15,9,685,670,0,6,9,646,38,1251,560,65,342,152,37,50
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",5,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:42",1030,1016,4,9,1,609,599,0,9,1,567,32,1105,496,57,267,189,15,39
30,OLT,"ŞCOALA GIMNAZIALĂ NR.1",65,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:06:33",1515,1510,0,3,2,815,810,0,3,2,768,42,1674,864,144,462,101,20,41
30,OLT,"SCOALA GIMNAZIALA NR. 1 BALS",68,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:59",1241,1220,1,15,5,623,603,0,15,5,566,57,1330,707,82,322,133,11,18
30,OLT,"ŞCOALA GIMNAZIALĂ NR.2",58,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:37",1490,1476,0,12,2,691,677,0,12,2,661,19,1630,950,126,365,109,14,47
30,OLT,"SCOALA GIMNAZIALĂ NR 2 VIRTINA",67,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:42",1171,1158,0,10,3,618,605,0,10,3,592,26,1267,649,105,312,135,14,26
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",31,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:45:02",1218,1208,3,7,0,564,557,0,7,0,533,31,1332,768,67,214,161,26,65
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",63,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:23:30",1662,1643,0,13,6,850,831,0,13,6,822,28,1807,957,151,486,104,27,54
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",32,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:31",816,808,0,8,0,396,388,0,8,0,390,6,881,485,59,137,132,19,43
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",33,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:26",1458,1449,3,6,0,678,671,1,6,0,651,27,1614,936,70,242,246,33,60
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",30,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:36",1396,1386,3,7,0,670,663,0,7,0,648,22,1522,852,87,252,205,25,79
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",64,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:35",1841,1823,1,6,11,933,916,0,6,11,886,47,2010,1077,153,598,74,32,29
30,OLT,"SCOALA GIMNAZIALĂ NR 3 ROMANA",66,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:55",904,889,0,8,7,491,476,0,8,7,480,11,963,472,57,331,71,8,13
30,OLT,"ŞCOALA GIMNAZIALĂ OBOGA",262,OBOGA,127812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:22",1039,972,0,22,45,657,590,0,22,45,639,18,1062,405,38,544,30,22,5
30,OLT,"SCOALA GIMNAZIALA OLARI",275,PÂRŞCOVENI,128178,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:44",1138,1073,0,30,35,705,640,0,30,35,673,32,1215,510,70,363,207,20,13
30,OLT,"ŞCOALA GIMNAZIALĂ OPTAŞI MĂGURA",265,OPTAŞI-MĂGURA,127901,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:06",928,841,0,30,57,684,597,0,30,57,675,9,1016,332,25,618,15,4,13
30,OLT,"ŞCOALA GIMNAZIALĂ OSICA DE JOS",268,"OSICA DE JOS",130357,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:07",1286,1164,0,59,63,902,780,0,59,63,878,24,1317,415,49,702,83,21,23
30,OLT,"SCOALA GIMNAZIALA PIRSCOVENI",274,PÂRŞCOVENI,128178,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:09",1438,1298,0,95,45,964,824,0,95,45,943,21,1420,456,107,473,317,27,19
30,OLT,"ŞCOALA GIMNAZIALĂ PLEŞOIU",277,PLEŞOIU,128221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:45",1262,1245,0,0,17,917,900,0,0,17,874,43,1380,0,87,467,284,19,17
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",287,REDEA,128524,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:34",911,875,0,12,24,645,609,0,12,24,625,20,915,270,74,314,193,22,22
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",288,REDEA,128524,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:54",868,787,2,37,42,553,479,0,37,37,537,16,831,278,64,336,121,6,10
30,OLT,"ŞCOALA GIMNAZIALĂ SAT TUDOR VLADIMIRESCU",91,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:26",195,190,0,5,0,195,190,0,5,0,177,18,497,302,37,88,23,8,21
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",299,SCĂRIŞOARA,128613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:19",899,895,0,4,0,498,494,0,4,0,452,46,985,487,24,68,348,8,4
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",300,SCĂRIŞOARA,128613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:03",894,885,0,6,3,523,514,0,6,3,494,29,975,452,29,84,362,13,6
30,OLT,"ŞCOALA GIMNAZIALĂ SCHITU",302,SCHITU,128659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:32",1068,1052,0,11,5,652,636,0,11,5,625,27,1155,503,58,406,124,20,17
30,OLT,"ŞCOALA GIMNAZIALĂ SÎMBUREŞTI",296,SÂMBUREŞTI,128882,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:03",863,750,0,70,43,668,555,0,70,43,638,30,862,194,37,530,58,11,2
30,OLT,"ŞCOALA GIMNAZIALĂ SPĂTARU",169,CUNGREA,126503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:47",243,204,0,37,2,190,151,0,37,2,189,1,227,37,23,104,51,4,7
30,OLT,"SCOALA GIMNAZIALA SPECIALA",69,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:43",1693,1675,4,12,2,755,741,0,12,2,674,81,1868,1113,87,407,129,21,30
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",10,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:13",1664,1653,0,11,0,779,768,0,11,0,769,10,1813,1034,75,333,259,43,59
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",11,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:02",1649,1634,2,12,1,734,721,0,12,1,699,35,1797,1063,105,269,251,39,35
30,OLT,"ȘCOALA GIMNAZIALĂ STREJEȘTI",319,STREJEŞTI,129139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:38",804,785,0,19,0,548,529,0,19,0,508,40,860,312,50,228,207,13,10
30,OLT,"ŞCOALA GIMNAZIALĂ TĂTULEŞTI",330,TĂTULEŞTI,129317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:32",569,412,0,97,60,423,266,0,97,60,409,14,479,56,31,185,157,16,20
30,OLT,"SCOALA GIMNAZIALA TEIS",78,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:05",653,639,0,13,1,383,369,0,13,1,369,14,690,306,52,228,63,13,13
30,OLT,"SCOALA GIMNAZIALA TOPANA",338,TOPANA,129503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:58",282,231,1,37,13,220,170,0,37,13,210,10,260,40,12,158,26,3,11
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",343,TRAIAN,129567,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:02",1222,1188,0,5,29,807,773,0,5,29,760,47,1331,524,120,176,368,30,66
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",342,TRAIAN,129567,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:40",1132,1091,0,6,35,735,694,0,6,35,668,67,1235,500,131,193,265,24,55
30,OLT,"SCOALA GIMNAZIALA URSOAIA",231,ICOANA,127322,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:23",512,471,0,17,24,404,363,0,17,24,387,17,546,142,42,86,228,26,5
30,OLT,"SCOALA GIMNAZIALAVIRGIL MAZILESCU",81,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:14",984,974,3,4,3,420,413,0,4,3,389,31,1079,659,57,211,85,13,23
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",82,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:00",1090,1068,4,12,6,515,496,1,12,6,489,26,1187,672,72,276,92,14,35
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",83,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:29",884,869,1,10,4,410,396,0,10,4,376,34,957,547,58,177,89,11,41
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",371,VLĂDILA,130026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:26",818,792,1,3,22,504,478,1,3,22,483,21,900,396,41,282,130,18,12
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",372,VLĂDILA,130026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:48",806,770,0,2,34,475,439,0,2,34,459,8,842,349,64,282,89,15,9
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",22,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:42",1400,1379,0,4,17,655,634,0,4,17,628,27,1524,869,74,255,225,34,40
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",23,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:20",1191,1134,2,5,50,602,547,0,5,50,570,32,1242,640,78,230,192,19,51
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",24,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:10:02",1373,1363,0,6,4,684,674,0,6,4,634,47,1498,817,83,236,239,22,54
30,OLT,"ȘCOALA GIMNAZIALĂ ”VOIEVOD BRÂNCOVEANU”",140,BRÂNCOVENI,126022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:17",850,803,4,37,6,571,528,0,37,6,539,32,890,319,46,322,129,18,24
30,OLT,"SCOALA GIMNAZIALA VULPENI",378,VULPENI,130124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:11",823,743,2,46,32,548,470,0,46,32,513,35,815,267,96,322,21,34,40
30,OLT,"SCOALA GIMNAZIALA VULPENI-STRUCTURA GROPSANI",376,VULPENI,130124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:51",665,609,0,22,34,485,429,0,22,34,460,25,705,220,159,258,24,12,7
30,OLT,"SCOALA GOJGAREI",340,TOPANA,129503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:03",127,90,0,32,5,109,72,0,32,5,109,0,114,5,15,89,4,1,0
30,OLT,"ŞCOALA JIENI",295,RUSĂNEŞTI,128588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:44",964,942,0,6,16,560,538,0,6,16,535,25,1040,480,73,234,197,20,11
30,OLT,"ŞCOALA MIHĂEŞTI",245,MIHĂEŞTI,127536,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:19",690,616,0,33,41,466,392,0,33,41,455,11,675,209,28,200,208,9,10
30,OLT,"ŞCOALA MIRCEŞTI",332,TĂTULEŞTI,129317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:53",172,116,1,42,13,135,80,0,42,13,130,5,149,14,12,64,29,8,17
30,OLT,"ŞCOALA MOVILENI",253,MOVILENI,127689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:35",1009,964,1,20,24,622,577,1,20,24,616,6,1080,458,100,457,22,30,7
30,OLT,"ŞCOALA NOUA",235,IZBICENI,127368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:10:39",1310,1292,0,6,12,940,922,0,6,12,910,30,1430,490,67,349,136,19,339
30,OLT,"ŞCOALA OBOGA DE JOS",263,OBOGA,127812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:03:16",434,401,0,23,10,266,233,0,23,10,259,7,439,173,14,229,5,9,2
30,OLT,"ŞCOALA POIANA",286,RADOMIREŞTI,128472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:58",204,197,0,5,2,131,124,0,5,2,128,3,216,85,13,84,15,14,2
30,OLT,"ŞCOALA PRIMARĂ",281,POBORU,128301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:49",220,215,0,5,0,144,139,0,5,0,141,3,235,91,13,114,13,0,1
30,OLT,"ȘCOALA PRIMARĂ",250,MORUNGLAV,127625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:21:37",1180,1113,0,36,31,804,737,0,36,31,765,39,1220,416,30,299,413,8,15
30,OLT,"ŞCOALA PRIMARĂ IZVORU",203,GĂNEASA,127064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:20",604,574,0,16,14,481,451,0,16,14,463,18,627,146,28,382,34,9,10
30,OLT,"ŞCOALA PRIMARĂ LISA",304,SCHITU,128659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:15",304,299,0,5,0,181,176,0,5,0,169,12,329,148,14,120,13,10,12
30,OLT,"ŞCOALA PRIMARĂ MALU-ROŞU",244,MĂRUNŢEI,127493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:14:03",125,115,0,9,1,81,71,0,9,1,77,4,128,47,8,34,29,5,1
30,OLT,"ŞCOALA PRIMARĂ PETCULEŞTI",216,GRĂDINARI,127171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:48",953,921,0,26,6,632,600,0,26,6,616,16,1010,378,511,50,54,0,1
30,OLT,"ȘCOALA PRIMARĂ, SAT.DIENCI",380,VULTUREŞTI,130231,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:08",602,531,0,56,15,602,531,0,56,15,589,13,832,230,45,371,153,18,2
30,OLT,"ŞCOALA PRIMARĂ TOMENI",272,"OSICA DE SUS",127983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:38",382,374,0,8,0,220,212,0,8,0,208,12,405,185,7,166,29,4,2
30,OLT,"ŞCOALA PRIMARĂ VIIŞOARA",241,MĂRUNŢEI,127493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:19",847,793,0,43,11,627,573,0,43,11,561,14,886,311,52,372,111,19,7
30,OLT,"ȘCOALA ROȘIENII MARI",190,DOBRUN,126825,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:24",613,595,0,3,15,407,389,0,3,15,387,20,654,247,42,304,30,9,2
30,OLT,"ŞCOALA STOBORĂŞTI",345,TUFENI,129585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:57",918,902,0,5,11,464,448,0,5,11,445,19,989,525,126,251,45,20,3
30,OLT,"SCOALA UNGURENI",341,TOPANA,129503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:13",105,78,0,24,3,89,62,0,24,3,86,3,89,0,24,56,2,1,3
30,OLT,"ŞCOALA VECHE",233,IZBICENI,127368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:21",906,896,0,3,7,630,620,0,3,7,610,20,995,365,40,282,109,13,166
30,OLT,"ŞCOALĂ VECHE",284,RADOMIREŞTI,128472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:27",570,554,0,12,4,347,331,0,12,4,320,24,612,268,42,235,24,17,2
30,OLT,"ȘCOALA VECHE - CORP 1",346,URZICA,129629,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:34",1206,1122,0,9,75,771,687,0,9,75,722,49,1212,441,107,104,475,25,11
30,OLT,"SCOALA VECHE FRUNZARU",314,SPRÂNCENATA,129040,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:54:55",506,482,0,18,6,365,341,0,18,6,345,20,523,158,37,215,88,2,3
30,OLT,"SCOALA VECHE STĂVARU",347,URZICA,129629,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:29",602,552,0,17,33,399,349,0,17,33,381,18,605,206,55,66,241,17,2
30,OLT,"ȘCOALA VÎLCELE",358,VÂLCELE,129987,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:14:34",1276,1221,0,19,36,866,811,0,19,36,828,38,1380,514,110,486,202,22,8
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:38",331,319,0,4,8,215,203,0,4,8,214,1,360,145,23,149,7,9,26
30,OLT,"SEDIU FOSTĂ BRIGADĂ AGRICOLĂ",130,BĂRĂŞTI,125757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:29",80,48,0,29,3,69,37,0,29,3,64,5,84,15,2,39,19,2,2
30,OLT,"SEDIUL FOSTEI C.A.P.",292,ROTUNDA,128560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:19",1175,1142,2,14,17,839,808,0,14,17,789,50,1242,403,430,312,28,8,11
30,OLT,"SEDIUL FOSTEI C.A.P.",291,ROTUNDA,128560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:41",1074,1020,0,23,31,775,721,0,23,31,743,32,1115,340,431,277,18,7,10
30,OLT,"SPĂLĂTORIE SOCIALĂ",79,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:00",1402,1384,0,14,4,613,595,0,14,4,539,74,1544,931,66,270,131,23,49
30,OLT,"SPATIUL COMERCIAL DUDE GHEORGHE",269,"OSICA DE SUS",127983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:04",980,937,0,11,32,653,610,0,11,32,632,21,1025,372,91,252,265,9,15
