precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂESCU MUGUR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRESCU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","OPROIU IONEL-EMANUEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIU MIHAI-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","DOAGĂ MARIAN-EMANUEL-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"SCOALA CANDELESTI",339,TOPANA,129503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:07",87,72,0,13,2,70,55,0,13,2,69,1,83,13,9,57,3,0,0
30,OLT,"ŞCOALA CARTIER SILIŞTIOARA",90,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:33",392,368,0,11,13,234,210,0,11,13,223,11,422,188,35,137,38,8,5
30,OLT,"SCOALA CORABIA VECHE",88,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:18:25",1432,1407,2,7,16,687,663,1,7,16,663,24,1555,868,108,282,167,26,80
30,OLT,"ŞCOALA CU CLASELE I-IV BREBENI",143,BREBENI,125999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:08",949,917,0,23,9,587,555,0,23,9,551,36,950,363,196,202,99,43,11
30,OLT,"SCOALA CU CLASELE I-IV BULIMANU",367,VITOMIREŞTI,129914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:32:15",160,148,0,10,2,113,101,0,10,2,105,8,162,49,6,60,33,4,2
30,OLT,"SCOALA CU CLASELE I-IV BUTA",166,CRÂMPOIA,126406,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:59",631,598,0,12,21,389,356,0,12,21,383,6,682,293,40,300,29,9,5
30,OLT,"ŞCOALA CU CLASELE I-IV CÎMPU PĂRULUI",258,OBÂRŞIA,127750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:11",249,220,0,12,17,203,174,0,12,17,191,12,260,57,22,101,50,1,17
30,OLT,"ŞCOALA CU CLASELE I-IV COTENI",259,OBÂRŞIA,127750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:28:14",117,95,0,11,11,117,95,0,11,11,111,6,185,68,11,87,9,4,0
30,OLT,"SCOALA CU CLASELE I-IV DONESTI",369,VITOMIREŞTI,129914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:08",184,172,0,7,5,120,108,0,7,5,115,5,196,76,6,86,15,7,1
30,OLT,"ŞCOALA CU CLASELE. I-IV FĂLCOIENI",107,"ORAŞ POTCOAVA",128374,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:36",826,804,0,17,5,570,548,0,17,5,547,23,890,320,177,303,36,14,17
30,OLT,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",257,OBÂRŞIA,127750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:40",570,525,0,19,26,382,337,0,19,26,375,7,605,223,56,258,38,19,4
30,OLT,"ŞCOALA CU CLASELE I-IV PROASPEŢI",172,CURTIŞOARA,126433,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:44",1101,1041,1,43,16,683,624,0,43,16,671,12,1109,426,62,508,50,27,24
30,OLT,"SCOALA CU CLASELE I-IV RACOVITA",375,VOINEASA,130062,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:33",427,416,0,2,9,269,258,0,2,9,252,17,457,188,20,211,14,6,1
30,OLT,"ŞCOALA CU CLASELE I-IV TABONU",261,OBÂRŞIA,127750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:45",111,99,0,8,4,82,70,0,8,4,78,4,114,32,5,65,6,2,0
30,OLT,"SCOALA CU CLASELE I-IV TREPTENI",370,VITOMIREŞTI,129914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:38",232,227,1,2,2,130,126,0,2,2,124,6,250,120,9,81,25,8,1
30,OLT,"ŞCOALA CU CLASELE I-IV VALEA LUI ALB",381,VULTUREŞTI,130231,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:29",487,453,0,14,20,295,261,0,14,20,280,15,520,225,25,214,32,6,3
30,OLT,"ŞCOALA CU CLASELE I-VIII",327,ŞOPÂRLIŢA,130384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:06:51",1054,957,0,38,59,803,707,0,38,58,781,22,1046,243,80,589,72,18,22
30,OLT,"ŞCOALA CU CLASELE I-VIII BĂLĂNEŞTI",243,MĂRUNŢEI,127493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:05",1158,1105,0,44,9,745,692,0,44,9,702,43,1207,462,65,448,146,33,10
30,OLT,"SCOALA CU CLASELE I-VIII BALEASA",205,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:37",659,630,0,10,19,431,402,0,10,19,420,11,710,279,29,364,10,14,3
30,OLT,"ŞCOALA CU CLASELE I-VIII CHILIA",193,FĂGEŢELU,126905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:31",357,238,0,113,6,307,188,0,113,6,282,25,360,53,28,199,15,5,35
30,OLT,"ŞCOALA CU CLASELE I-VIII CIOROIU",196,FĂLCOIU,126978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:09",999,959,0,2,38,485,446,0,2,37,464,21,1096,611,44,313,63,35,9
30,OLT,"ŞCOALA CU CLASELE I-VIII DOBROTINET",171,CURTIŞOARA,126433,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:00",1471,1406,0,44,21,1032,967,0,44,21,1007,25,1520,488,87,760,73,64,23
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",194,FĂLCOIU,126978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:16",970,899,0,22,49,537,486,0,3,48,502,35,1035,498,39,390,53,18,2
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",195,FĂLCOIU,126978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:42",1046,1009,0,3,34,539,502,0,3,34,497,42,1150,611,34,330,97,31,5
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",211,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:30",921,895,0,4,22,495,469,0,4,22,470,25,987,492,39,374,22,16,19
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",212,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:39",840,814,0,0,26,526,500,0,0,26,481,45,923,397,28,408,21,11,13
30,OLT,"SCOALA CU CLASELE I-VIII MARGARITESTI",374,VOINEASA,130062,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:53",589,569,1,5,14,409,389,1,5,14,396,13,640,231,34,341,9,9,3
30,OLT,"ŞCOALA CU CLASELE I-VIII MĂRUNŢEI",242,MĂRUNŢEI,127493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:07",1195,1128,0,53,14,794,727,0,53,14,744,32,1242,466,92,435,170,28,19
30,OLT,"SCOALA CU CLASELE I-VIII OBARSIA NOUA",260,OBÂRŞIA,127750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:30",955,877,2,37,39,659,581,2,37,39,633,26,960,301,62,213,331,14,13
30,OLT,"SCOALA CU CLASELE I-VIII RESCA",186,DOBROSLOVENI,126718,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:15",965,956,0,5,4,511,502,0,5,4,464,47,1058,547,128,260,59,8,9
30,OLT,"SCOALA CU CLASELE I-VIII VOINEASA",373,VOINEASA,130062,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:46",704,692,0,6,6,471,459,0,6,6,471,0,760,289,34,420,5,12,0
30,OLT,"SCOALA CU CLS.I-IV BROSTENI",206,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:21",308,291,0,5,12,206,189,0,5,12,202,4,331,125,29,164,2,5,2
30,OLT,"SCOALA DOBRUN",189,DOBRUN,126825,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:44",576,552,0,6,18,367,343,0,6,18,357,10,605,238,24,296,12,10,15
30,OLT,"ŞCOALA DUMITRU POPOVICI",325,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:18",806,786,0,13,7,528,508,0,13,7,499,29,881,353,71,268,127,21,12
30,OLT,"ŞCOALA DUMITRU POPOVICI",324,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:32",820,784,1,16,19,558,522,1,16,19,520,38,890,332,75,280,135,13,17
30,OLT,"SCOALA GEN.CLASELE I-VIII SCORNICESTI",112,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:08",1920,1875,0,35,10,1156,1111,0,35,10,1156,0,1964,808,14,1093,27,17,5
30,OLT,"SCOALA GENERALA",317,STOICĂNEŞTI,129111,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:42",1133,1094,1,6,32,721,682,1,6,32,702,19,1207,486,44,429,203,14,12
30,OLT,"SCOALA GENERALA",318,STOICĂNEŞTI,129111,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:52",914,861,2,5,46,560,507,2,5,46,534,26,950,390,48,325,142,14,5
30,OLT,"ŞCOALA GENERALĂ",333,TESLUI,129380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:31",1289,1237,0,17,35,909,857,0,17,35,872,37,1400,491,86,423,282,44,37
30,OLT,"ŞCOALA GENERALĂ",248,MILCOV,127563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:22",205,161,0,39,5,205,161,0,39,5,194,6,235,35,8,158,18,7,3
30,OLT,"ȘCOALA GENERALĂ",359,VÂLCELE,129987,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:20",647,619,0,12,16,434,406,0,12,16,416,18,679,245,57,227,116,14,2
30,OLT,"SCOALA GENERALA BARASTI",251,MORUNGLAV,127625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:40",308,276,0,25,7,232,200,0,25,7,224,8,300,68,15,47,159,2,1
30,OLT,"SCOALA GENERALA BECHET",134,BOBICEŞTI,125873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:54",299,293,0,5,1,193,187,0,5,1,188,5,322,129,10,135,41,2,0
30,OLT,"SCOALA GENERALA CHINTESTI",135,BOBICEŞTI,125873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:43",221,209,1,4,7,147,135,1,4,7,142,5,241,94,31,101,4,4,2
30,OLT,"SCOALA GENERALA CHIȚEASCA",114,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:46",414,383,0,29,2,325,294,0,29,2,303,22,377,52,25,224,35,14,5
30,OLT,"ŞCOALA GENERALĂ CLASELE I-IV.",128,BĂRĂŞTI,125757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:56:42",442,326,1,97,18,382,266,1,97,18,360,22,595,213,25,193,111,8,23
30,OLT,"ŞCOALA GENERALĂ CLASELE I-VIII",129,BĂRĂŞTI,125757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:30",980,618,0,343,19,822,460,0,343,19,761,61,990,137,71,409,237,11,33
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:42",845,800,1,6,38,528,484,0,6,38,504,21,930,405,36,208,207,34,19
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:16",449,422,0,15,12,309,282,0,15,12,298,11,457,148,21,248,12,15,2
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV GUBANDRU",123,BALDOVINEŞTI,125677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:53",111,95,0,11,5,73,57,0,11,5,71,2,105,32,5,62,3,1,0
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV PRISEACA",282,PRISEACA,128436,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:01:44",1387,1299,3,78,7,916,831,1,78,6,785,131,1406,490,204,261,196,47,77
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII",247,MILCOV,127563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:51",344,322,1,17,4,344,322,1,17,4,328,16,499,155,45,144,115,13,11
30,OLT,"SCOALA GENERALA CU CLASELE I-VIII ALIMANESTI",237,IZVOARELE,127386,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:48",1856,1824,0,12,20,1185,1153,0,12,20,1087,79,2004,838,191,573,223,22,78
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BALDOVINEŞTI",122,BALDOVINEŞTI,125677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:39",511,477,0,5,29,325,291,0,5,29,316,9,520,195,15,240,23,8,30
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:21",833,719,0,27,87,833,719,0,27,87,797,9,1438,605,64,475,214,28,16
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:25",1300,1203,2,24,71,773,676,2,24,71,737,36,1318,545,60,459,182,27,9
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII DRĂGHICENI",191,DRĂGHICENI,125490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:51",1532,1432,1,28,71,1158,1059,0,28,71,1106,52,1658,500,145,582,340,28,11
30,OLT,"ŞCOALA GENERALĂ GOSTAVĂŢU",213,GOSTAVĂŢU,127144,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:12:51",1276,1218,0,47,11,880,822,0,47,11,782,52,1345,511,96,339,296,29,22
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:56",782,750,0,19,13,564,532,0,19,13,530,34,825,261,47,233,232,10,8
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:04",549,536,0,2,11,325,312,0,2,11,302,23,605,273,48,194,57,0,3
30,OLT,"ŞCOALA GENERALĂ I-IV SATU NOU",217,GRĂDINARI,127171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:25",274,224,0,42,8,259,209,0,42,8,194,15,240,31,22,65,95,12,0
30,OLT,"SCOALA GENERALA MĂRGINENI",117,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:39",1486,1362,2,95,27,1231,1107,2,95,27,1201,30,1639,408,87,986,67,43,18
30,OLT,"SCOALA GENERALA MARIA TUDORACHE",157,COLONEŞTI,126228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:40:44",349,321,0,28,0,240,212,0,28,0,240,0,353,113,0,238,0,0,2
30,OLT,"SCOALA GENERALA MORUNESTI",252,MORUNGLAV,127625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:09",484,452,0,23,9,343,311,0,23,9,325,18,493,150,10,237,70,6,2
30,OLT,"SCOALA GENERALA MOVILENI ( GRADINITA)",254,MOVILENI,127689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:13",651,593,0,3,55,413,355,0,3,55,391,19,711,298,84,263,20,19,5
30,OLT,"SCOALA GENERALA NEGRENI",119,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:23",969,949,1,17,2,659,640,0,17,2,625,34,1043,384,48,488,43,31,15
30,OLT,"ŞCOALA GENERALĂ NR.1",293,RUSĂNEŞTI,128588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:34",752,717,0,16,19,752,717,0,16,19,717,34,1336,585,102,413,148,34,20
30,OLT,"SCOALA GENERALA NR 1 IANCU JIANU",226,"IANCU JIANU",127288,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:33",1424,1412,0,5,7,723,711,0,5,7,675,48,1555,832,41,476,85,17,56
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:56:35",1319,1284,1,11,23,954,920,0,11,23,890,13,1400,497,95,435,344,16,0
30,OLT,"ŞCOALA GENERALĂ NR.2",294,RUSĂNEŞTI,128588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:57",1218,1184,1,12,21,682,649,0,12,21,663,19,1305,623,66,398,154,32,13
30,OLT,"ȘCOALA GENERALĂ PROFA",311,SPINENI,128962,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:59",392,330,0,51,11,274,212,0,51,11,267,7,392,118,21,198,21,15,12
30,OLT,"ŞCOALA GENERALĂ SALCIA",308,SLĂTIOARA,125374,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:35",346,328,0,15,3,230,212,0,15,3,215,15,355,125,21,136,38,11,9
30,OLT,"ŞCOALA GENERALĂ SINEŞTI",110,"ORAŞ POTCOAVA",128374,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:09:16",1514,1486,3,14,11,1114,1087,2,14,11,1058,29,1665,578,210,631,177,25,15
30,OLT,"SCOALA GENERALA TONESTI",239,LELEASCA,127411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:29",315,251,0,55,9,259,195,0,55,9,245,11,285,26,23,184,32,4,2
30,OLT,"ŞCOALA GENERALĂ URSA",208,GÂRCOV,125588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:39",670,641,0,5,24,427,398,0,5,24,374,35,709,300,48,131,129,12,54
30,OLT,"ŞCOALA GENERALĂ VĂLENI",356,VĂLENI,129763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:04:28",856,769,2,54,31,617,531,1,54,31,578,33,845,234,93,318,43,20,104
30,OLT,"ŞCOALA GENERALĂ VĂLENI",355,VĂLENI,129763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:04:50",847,767,0,51,29,573,493,0,51,29,551,22,835,262,67,246,75,26,137
30,OLT,"SCOALA GENERLA BIRCII",113,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:30",920,866,3,45,6,698,647,0,45,6,668,30,870,172,42,516,67,37,6
30,OLT,"SCOALA GIMANZIALA NICOLAE MARINEANU",150,CEZIENI,126102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:04",953,861,2,48,42,734,643,1,48,42,699,35,990,256,36,390,256,9,8
30,OLT,"SCOALA GIMNAZIALA",321,STREJEŞTI,129139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:45:15",1332,1251,1,65,15,1024,944,0,65,15,986,38,1372,348,79,449,427,21,10
30,OLT,"SCOALA GIMNAZIALA",350,"VALEA MARE",129656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:29",575,558,0,9,8,366,349,0,9,8,356,9,615,250,92,215,34,5,10
30,OLT,"SCOALA GIMNAZIALA",256,"NICOLAE TITULESCU",127714,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:30",670,564,0,36,70,670,564,0,36,70,652,18,1003,333,90,496,35,25,6
30,OLT,"SCOALA GIMNAZIALA",336,"TIA MARE",129460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:32",973,961,1,0,11,636,625,0,0,11,630,6,1070,434,42,465,23,26,74
30,OLT,"ŞCOALA GIMNAZIALĂ",279,POBORU,128301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:07",565,542,0,23,0,415,392,0,23,0,367,23,600,210,26,281,36,17,7
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:17",1028,964,0,24,40,671,607,0,24,40,610,61,1126,455,27,306,271,0,6
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:02",1053,899,0,98,56,761,607,0,98,56,721,40,1056,295,31,394,275,5,16
30,OLT,"ȘCOALA GIMNAZIALĂ BÎRZA",131,BÂRZA,125846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:02",908,871,1,19,17,585,549,0,19,17,563,22,964,374,52,281,202,17,11
30,OLT,"SCOALA GIMNAZIALĂ BRANEȚ",132,BÂRZA,125846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:05",1213,1154,0,19,40,821,762,0,19,40,771,50,1331,494,90,533,97,35,16
30,OLT,"ŞCOALA GIMNAZIALĂ BREBENI",144,BREBENI,125999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:44:11",1352,1285,0,47,20,963,896,0,47,20,916,47,1387,424,361,298,189,45,23
30,OLT,"ŞCOALA GIMNAZIALĂ BUZEŞTI",160,CORBU,126326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:04",502,454,0,24,24,421,373,0,24,24,408,13,520,99,42,258,94,7,7
30,OLT,"SCOALA GIMNAZIALA CALUI",146,CĂLUI,130295,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:02",723,703,2,10,8,481,462,1,10,8,425,56,791,310,32,280,88,18,7
30,OLT,"ŞCOALA GIMNAZIALĂ CELEIU",89,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:39",1380,1354,0,0,26,790,764,0,0,26,763,27,1494,704,62,523,113,30,35
30,OLT,"SCOALA GIMNAZIALĂ CEPARI",149,CÂRLOGANI,126166,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:29",667,659,1,7,0,415,408,0,7,0,400,15,720,305,57,311,22,5,5
30,OLT,"ŞCOALA GIMNAZIALĂ CEPEŞTI",168,CUNGREA,126503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:28",609,582,1,22,4,468,441,1,22,4,450,18,674,206,62,302,45,9,32
30,OLT,"SCOALA GIMNAZIALĂ CÎRLOGANI",148,CÂRLOGANI,126166,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:55",1127,1119,0,8,0,687,679,0,8,0,638,49,1222,535,55,555,10,4,14
30,OLT,"ŞCOALA GIMNAZIALĂ, COMUNA VULTUREȘTI",379,VULTUREŞTI,130231,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:42",578,525,0,22,31,350,297,0,22,31,330,20,620,270,27,257,38,5,3
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",40,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:06",1615,1609,0,6,0,759,753,0,6,0,683,70,1762,1009,131,263,218,24,47
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",39,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:28",1288,1281,1,5,1,575,569,0,5,1,555,20,1405,823,105,187,191,28,44
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",41,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:36",1542,1531,2,7,2,775,766,0,7,2,754,21,1680,896,91,280,276,45,62
30,OLT,"ŞCOALA GIMNAZIALĂ CORBU",159,CORBU,126326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:01",920,842,0,31,47,578,500,0,31,47,555,23,895,317,56,223,259,12,5
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",163,COTEANA,126380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:38",869,816,0,26,27,639,591,0,26,22,605,34,888,249,32,452,97,16,8
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",162,COTEANA,126380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:50",942,880,0,31,31,666,605,0,31,30,635,31,894,228,43,460,92,30,10
30,OLT,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII DOBROTEASA",187,DOBROTEASA,126772,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:53",917,832,1,71,13,645,561,0,71,13,605,40,930,245,125,409,43,18,10
30,OLT,"ŞCOALA GIMNAZIALĂ DIDU",316,STOENEŞTI,129095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:09",879,831,0,22,26,549,501,0,22,26,454,47,914,413,72,311,55,12,4
30,OLT,"ŞCOALA GIMNAZIALĂ DOBA",278,PLEŞOIU,128221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:08",1223,1106,0,106,11,871,754,0,106,11,839,32,1209,338,87,564,151,15,22
30,OLT,"ŞCOALA GIMNAZIALĂ DOBRICENI",228,"IANCU JIANU",127288,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:10:36",771,756,0,9,6,420,405,0,9,6,388,32,847,427,27,276,58,7,20
30,OLT,"SCOALA GIMNAZIALA DOBROSLOVENI",183,DOBROSLOVENI,126718,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:29",1094,1076,0,8,10,694,676,0,8,10,619,75,1199,505,181,285,104,21,28
30,OLT,"ȘCOALA GIMNAZIALĂ DRANOVĂȚU",202,GĂNEASA,127064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:14",892,831,1,39,21,637,576,1,39,21,622,15,926,289,60,495,40,17,10
