precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV) PLAIURI",339,PIANU,6217,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:52:57",36,27,0,9,0,22,13,0,9,0,22,0,30,8,2,5,1,14
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:43",1127,1089,3,5,30,649,614,0,5,30,630,17,1238,589,54,119,147,310
1,ALBA,"ŞCOALA GIMNAZIALĂ PIANU DE SUS",337,PIANU,6217,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:36:40",1343,1301,2,2,38,919,879,0,2,38,901,18,1483,564,118,334,67,382
1,ALBA,"ŞCOALA GIMNAZIALĂ STRUNGARI",341,PIANU,6217,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:43",224,212,0,5,7,155,143,0,5,7,153,2,241,86,5,45,6,97
1,ALBA,"ŞCOALA PRIMARĂ ”GHEORGHE PAVELESCU” PURCĂREŢI",340,PIANU,6217,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:48",222,213,0,9,0,119,110,0,9,0,115,4,235,116,5,27,3,80
