precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DOBOŞ AUGUSTIN-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",423,LUIZI-CĂLUGĂRA,23350,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:13",1292,1244,2,8,38,551,507,0,8,36,523,28,1300,749,281,19,9,123,32,16,38,5
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",424,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:54:36",1202,1171,0,0,31,481,450,0,0,31,454,25,1300,819,221,16,11,111,40,17,35,3
4,BACĂU,"ŞCOALA CU CLASELE I-VIII OSEBIŢI",425,LUIZI-CĂLUGĂRA,23350,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:33:34",879,874,0,0,5,394,389,0,0,5,375,19,1000,606,174,15,16,98,37,7,24,4
4,BACĂU,"ŞCOALA CU CLASELE I-VIII OSEBIŢI",426,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:38:50",894,884,2,1,7,389,381,0,1,7,376,13,1000,608,147,16,9,127,31,13,25,8
