precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA NOASTRĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CAMIN CULTURAL",311,HORIA,120922,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:00:16",1741,1731,1,1,8,779,770,0,1,8,746,33,1900,1121,205,223,118,169,10,21
29,NEAMŢ,"GRADINITA DE COPII",313,HORIA,120922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:13",1248,1231,1,7,9,587,571,0,7,9,560,27,1400,813,197,111,42,192,4,14
29,NEAMŢ,"SCOALA GIMNAZIALA ”CARMEN SYLVA”",310,HORIA,120922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:47",1611,1602,2,2,5,675,667,1,2,5,649,26,1800,1125,158,197,122,113,13,46
29,NEAMŢ,"SCOALA GIMNAZIALA ” OTILIA CAZIMIR ” COTU VAMES",312,HORIA,120922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:49",1386,1370,1,6,9,622,607,0,6,9,600,22,1500,878,205,101,55,198,2,39
