precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"DISPENSAR UMAN BĂNEŞTI",313,BĂNEŞTI,132315,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:14",1387,1370,3,9,5,760,746,0,9,5,741,19,1500,740,79,238,252,93,58,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",312,BĂNEŞTI,132315,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:44:23",1354,1333,5,5,11,763,747,0,5,11,743,20,1500,737,59,343,215,38,51,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",315,BĂNEŞTI,132315,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:16",963,931,1,11,20,548,517,0,11,20,529,19,978,430,31,107,323,22,33,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",314,BĂNEŞTI,132315,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:13",1075,1036,2,20,17,612,575,0,20,17,600,12,1200,588,44,145,337,21,28,25
