precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"CENTRUL DE ASISTENȚĂ DUPĂ PROGROMUL ȘCOLAR",283,TUNARI,105570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:27",326,318,0,8,0,176,168,0,8,0,170,6,336,160,78,36,11,6,39
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:14:34",1850,1761,0,78,11,1182,1093,0,78,11,1145,37,1900,718,888,96,67,19,75
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:47:03",1841,1786,0,53,2,1022,967,0,53,2,1003,19,1950,928,538,96,87,31,251
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:10:40",1558,1523,0,26,9,963,928,0,26,9,937,26,1647,684,652,94,57,21,113
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:58",2039,1951,0,76,12,1240,1152,0,76,12,1213,27,2150,910,893,92,78,21,129
