precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL VERDE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
20,GORJ,"LICEUL ”MIHAI VITEAZUL” BUMBEȘTI-JIU",78,"ORAŞ BUMBEŞTI-JIU",79308,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:44:42",923,913,0,8,2,451,441,0,8,2,428,23,1000,549,190,6,75,67,1,27,9,32,13,4,4
20,GORJ,"LICEUL TEHNOLOGIC BUSTUCHIN",174,BUSTUCHIN,79406,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:28:30",908,884,0,17,7,611,587,0,17,7,591,20,900,289,319,7,100,72,0,69,0,1,19,2,2
20,GORJ,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI” PEŞTIŞANI",262,PEŞTIŞANI,81184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:55",1340,1323,1,10,6,789,773,0,10,6,766,23,1400,611,419,5,162,100,5,25,6,2,23,2,17
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",111,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:14",1443,1417,3,7,16,792,769,0,7,16,780,12,1600,808,194,4,422,116,0,19,0,0,18,4,3
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",112,"ORAŞ TURCENI",82617,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:07:53",1428,1405,1,6,16,747,725,0,6,16,727,20,1500,753,166,3,428,97,1,10,0,2,13,3,4
20,GORJ,"LICEUL TEOLOGIC",15,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:23",1417,1411,2,4,0,623,619,0,4,0,603,20,1500,877,213,4,161,66,2,59,56,8,15,9,10
20,GORJ,"LICEUL TEOLOGIC",17,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:11:39",1258,1239,0,2,17,561,542,0,2,17,524,37,1400,839,199,9,148,59,3,38,36,6,15,7,4
20,GORJ,"LICEUL TEOLOGIC",16,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 17:08:29",1374,1371,0,3,0,492,489,0,3,0,478,10,1500,1008,211,6,98,64,3,17,24,6,22,19,8
20,GORJ,"LICEU ROŞIA JIU",217,FĂRCĂŞEŞTI,80285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:32",625,601,0,17,7,431,407,0,17,7,409,22,700,269,156,1,161,50,2,17,0,1,13,4,4
20,GORJ,"PALATUL COPIILOR",14,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 17:31:59",955,949,0,5,1,441,435,0,5,1,426,15,1100,659,172,2,126,29,2,32,39,10,7,4,3
20,GORJ,"POLIȚIA LOCALĂ TURCENI",113,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:34",596,586,1,3,6,346,337,0,3,6,335,11,700,354,78,3,147,80,1,6,4,2,5,5,4
20,GORJ,"PRIMĂRIA COMUNEI BĂLĂNEȘTI",136,BĂLĂNEŞTI,78748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:41",499,468,0,21,10,354,323,0,21,10,344,10,500,146,250,6,35,38,0,3,0,1,4,5,2
20,GORJ,"PRIMARIA GLOGOVA",220,GLOGOVA,80365,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 21:44:53",510,494,0,7,9,392,376,0,7,9,364,15,600,208,228,0,32,57,0,13,8,3,12,3,8
20,GORJ,"PRIMĂRIA GODINEŞTI",223,GODINEŞTI,80427,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:04:27",898,877,3,13,5,540,522,0,13,5,523,17,900,360,293,39,75,70,0,23,7,3,6,4,3
20,GORJ,"PRIMĂRIA STĂNEŞTI",305,STĂNEŞTI,82136,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:53:10",1189,1174,0,14,1,835,820,0,14,1,807,28,1300,465,482,12,176,66,2,21,8,2,19,10,9
20,GORJ,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",158,BERLEŞTI,78926,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:19",590,573,0,9,8,386,369,0,9,8,357,29,700,314,112,6,167,39,1,12,1,1,6,6,6
20,GORJ,"SALA DE SPORT",302,SLIVILEŞTI,82047,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:32:51",712,687,0,5,20,503,478,0,5,20,478,25,800,297,272,1,101,80,0,4,3,1,11,3,2
20,GORJ,"SALA DE SPORT A ORAȘULUI",74,"ORAŞ BUMBEŞTI-JIU",79308,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:01:43",936,911,1,10,14,463,439,0,10,14,436,12,1100,637,199,6,95,68,0,25,11,30,0,2,0
20,GORJ,"SALA MULTIFUNCȚIONALĂ",301,SLIVILEŞTI,82047,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:14:08",787,757,0,15,15,518,488,0,15,15,505,13,800,282,304,0,88,80,0,10,4,0,9,5,5
20,GORJ,"ŞCOALA CÎLCEŞTI",224,GODINEŞTI,80427,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:58",253,238,0,15,0,154,139,0,15,0,140,14,300,146,69,1,24,22,0,14,1,4,4,0,1
20,GORJ,"ȘCOALA CU CLASELE I-IV BUCȘANA",273,PRIGORIA,81415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:27",648,639,0,2,7,456,447,0,2,7,433,23,700,244,151,0,202,66,0,7,0,0,4,2,1
20,GORJ,"ȘCOALA CU CLASELE I-IV CĂLUGAREASA",274,PRIGORIA,81415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:00",477,465,0,11,1,324,312,0,11,1,309,15,500,176,144,1,82,61,1,9,2,0,5,1,3
20,GORJ,"ȘCOALA CU CLASELE I-IV DOBRANA",275,PRIGORIA,81415,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:35:47",304,293,0,10,1,231,220,0,10,1,219,11,300,70,110,1,46,46,0,13,0,1,2,0,0
20,GORJ,"ȘCOALA CU CLASELE I-IV NEGOIEȘTI",276,PRIGORIA,81415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:37:11",229,221,0,7,1,159,151,0,7,1,146,13,250,91,53,0,58,30,0,3,0,0,1,0,1
20,GORJ,"ŞCOALA CU CLASELE I-IV PĂIŞANI",311,STOINA,82314,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:51:25",722,631,1,88,2,531,440,1,88,2,521,10,677,146,153,0,53,278,3,15,0,1,10,4,4
20,GORJ,"ȘCOALA CU CLASELE I-IV ZORLEȘTI",277,PRIGORIA,81415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:12",338,330,1,6,1,220,212,1,6,1,207,13,372,152,87,0,77,38,0,3,0,1,0,0,1
20,GORJ,"ŞCOALA GENERALĂ BAIA DE FIER",134,"BAIA DE FIER",78711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:53",1430,1418,0,4,8,905,893,0,4,8,848,57,1600,695,403,5,171,136,5,83,2,3,19,8,13
20,GORJ,"ŞCOALA GENERALĂ BAIA DE FIER",133,"BAIA DE FIER",78711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:34:31",1402,1383,0,9,10,917,898,0,9,10,866,51,1500,583,419,4,148,164,0,92,3,6,18,4,8
20,GORJ,"ŞCOALA GENERALĂ CALAPĂRU",164,BORĂSCU,79157,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:21:42",646,638,1,6,1,362,355,0,6,1,343,19,700,338,126,7,134,43,0,17,3,0,7,2,4
20,GORJ,"ȘCOALA GENERALĂ CELEI",106,"ORAŞ TISMANA",82430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:10",714,696,3,15,0,431,415,1,15,0,419,12,800,369,301,2,56,35,1,9,0,2,7,2,4
20,GORJ,"ŞCOALA GENERALĂ CERNĂDIA",135,"BAIA DE FIER",78711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:29:04",643,631,0,7,5,403,391,0,7,5,390,13,713,310,191,6,87,36,0,46,4,4,5,5,6
20,GORJ,"ȘCOALA GENERALĂ CERNA SAT",260,PADEŞ,81095,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:41",52,45,0,7,0,44,37,0,7,0,37,7,100,56,16,1,7,11,0,1,0,0,1,0,0
20,GORJ,"ȘCOALA GENERALĂ CÎRBEȘTI",211,DRĂGUŢEŞTI,78016,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:23:00",1249,1210,1,27,11,887,849,0,27,11,841,46,1300,413,392,9,235,105,0,29,11,5,22,22,11
20,GORJ,"ȘCOALA GENERALĂ COROBĂI",209,DRĂGOTEŞTI,80249,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:03:59",1064,1045,0,4,15,635,616,0,4,15,622,13,1175,540,317,3,152,107,3,13,7,1,10,7,2
20,GORJ,"ȘCOALA GENERALĂ COSTENI",107,"ORAŞ TISMANA",82430,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:59:40",881,862,1,17,1,573,554,1,17,1,556,17,900,327,379,5,75,71,0,14,3,0,7,1,1
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV BORĂSCU",163,BORĂSCU,79157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:48",906,895,0,10,1,540,529,0,10,1,523,17,1000,460,268,7,150,70,0,9,0,0,15,2,2
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV MENŢII DIN DOS",165,BORĂSCU,79157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:38",540,532,0,6,2,353,345,0,6,2,340,13,600,247,161,5,115,40,1,8,0,1,5,2,2
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE V-VIII SAMARINEŞTI",287,SAMARINEŞTI,81656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:42",1119,1057,0,39,23,816,754,0,39,23,797,19,1200,384,220,2,489,53,3,7,1,3,13,4,2
20,GORJ,"ŞCOALA GENERALĂ CURPEN",306,STĂNEŞTI,82136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:07",735,726,0,7,2,485,476,0,7,2,458,27,804,319,267,7,79,31,0,52,4,0,8,1,9
20,GORJ,"ȘCOALA GENERALĂ DRĂGUȚEȘTI",210,DRĂGUŢEŞTI,78016,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:11:31",901,852,0,40,9,653,604,0,40,9,630,23,900,247,332,4,139,88,0,22,8,7,19,6,5
20,GORJ,"ŞCOALA GENERALĂ ECATERINA TEODOROIU",42,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:43",1328,1318,1,9,0,620,611,0,9,0,602,18,1600,980,230,0,168,64,3,36,52,4,28,5,12
20,GORJ,"ȘCOALA GENERALĂ GÂRBOVU",115,"ORAŞ TURCENI",82617,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 12:06:14",718,703,0,0,15,458,443,0,0,15,443,15,800,342,86,4,261,66,1,5,1,1,10,6,2
20,GORJ,"ŞCOALA GENERALĂ HUREZANI",227,HUREZANI,80506,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:14:50",1165,1101,0,48,16,703,639,0,48,16,665,38,1200,497,349,0,205,53,0,31,7,0,9,2,9
20,GORJ,"ȘCOALA GENERALA ”ION GRIGOROIU” LELEȘTI",236,LELEŞTI,80677,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:53:15",1021,951,1,56,13,783,714,0,56,13,738,45,1100,317,348,10,180,60,2,28,51,8,36,8,7
20,GORJ,"ŞCOALA GENERALĂ MOI",150,BÂLTENI,79004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:58",868,852,0,13,3,565,549,0,13,3,543,22,900,335,246,5,79,153,2,26,4,1,14,7,6
20,GORJ,"ȘCOALA GENERALĂ MURGEȘTI",116,"ORAŞ TURCENI",82617,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:19",604,585,1,6,12,425,407,0,6,12,420,5,700,275,74,4,279,36,1,6,5,0,5,6,4
20,GORJ,"ŞCOALA GENERALĂ NR.1 VÂGIULEŞTI",330,VĂGIULEŞTI,82779,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:13:20",1023,981,0,9,33,722,680,0,9,33,699,23,1100,378,300,12,92,244,1,24,15,0,5,3,3
20,GORJ,"ȘCOALA GENERALĂ PISCOIU",309,STEJARI,82243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:19:27",733,641,0,79,13,570,478,0,79,13,544,26,746,176,219,3,22,278,0,9,0,0,7,4,2
20,GORJ,"ȘCOALA GENERALĂ POCRUIA",108,"ORAŞ TISMANA",82430,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:05:25",838,821,0,14,3,570,553,0,14,3,557,13,900,330,316,4,157,53,1,7,1,3,8,4,3
20,GORJ,"ŞCOALA GENERALĂ POIANA",319,TURBUREA,82555,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:04",1209,1168,0,20,21,753,712,0,20,21,736,17,1300,547,508,5,107,59,2,34,0,0,13,3,5
20,GORJ,"ŞCOALA GENERALĂ POIANA-SECIURI",175,BUSTUCHIN,79406,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:57:05",710,675,1,21,13,488,466,1,8,13,471,17,800,312,256,26,125,42,0,10,0,0,10,1,1
20,GORJ,"ŞCOALA GENERALĂ POIENARI",173,BUMBEŞTI-PIŢIC,79362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:40",571,535,0,22,14,410,374,0,22,14,385,25,605,195,214,4,111,27,0,14,1,0,11,2,1
20,GORJ,"ŞCOALA GENERALĂ RUNCU",282,RUNCU,81576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:27",1290,1215,0,57,18,855,780,0,57,18,828,27,1300,445,580,9,72,96,0,20,11,1,14,7,18
20,GORJ,"ȘCOALA GENERALĂ SĂCELU",289,SĂCELU,81754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:37",753,709,0,40,4,561,517,0,40,4,529,32,800,239,215,3,150,117,2,11,2,4,15,5,5
20,GORJ,"ȘCOALA GENERALĂ SOHODOL",109,"ORAŞ TISMANA",82430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:17",682,678,0,3,1,476,472,0,3,1,454,22,800,324,269,2,121,45,0,7,1,0,5,2,2
20,GORJ,"ȘCOALA GENERALĂ STOLOJANI",114,"ORAŞ TURCENI",82617,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 11:55:54",537,527,0,6,4,350,340,0,6,4,324,26,600,250,68,1,179,69,0,3,0,0,1,3,0
20,GORJ,"ȘCOALA GENERALĂ STRÂMBA JIU",117,"ORAŞ TURCENI",82617,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:35:14",1210,1200,0,3,7,652,642,0,3,7,631,19,1310,658,211,9,266,110,2,14,1,1,13,3,1
20,GORJ,"ȘCOALA GENERALĂ TOPEȘTI",110,"ORAŞ TISMANA",82430,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:28:28",855,839,1,10,5,517,502,0,10,5,495,22,936,419,236,0,66,158,4,7,7,2,10,3,2
20,GORJ,"ŞCOALA GENERALĂ TURBUREA",317,TURBUREA,82555,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:05:45",776,759,0,7,10,463,446,0,7,10,444,19,800,337,303,0,77,32,5,13,0,0,7,2,5
20,GORJ,"ȘCOALA GENERALĂ URECHEȘTI",214,DRĂGUŢEŞTI,78016,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:05:58",828,787,0,32,9,604,563,0,32,9,595,9,937,333,325,0,142,75,0,20,4,2,17,8,2
20,GORJ,"ŞCOALA GENERALĂ VALEA",162,BOLBOŞI,79077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:08:10",1113,1103,3,5,2,582,575,0,5,2,523,59,1181,599,271,1,165,47,0,17,0,0,13,6,3
20,GORJ,"ȘCOALA GENERALĂ VICTOR POPESCU",219,FĂRCĂŞEŞTI,80285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:01",667,631,3,23,10,489,456,0,23,10,471,18,700,211,116,1,212,80,2,39,2,0,12,4,3
20,GORJ,"ȘCOALA GIMNAZIALĂ ALBENI",122,ALBENI,78472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:46:30",1004,968,1,22,13,658,623,0,22,13,636,22,1000,342,321,7,160,63,0,46,3,2,24,6,4
20,GORJ,"ŞCOALA GIMNAZIALĂ ALEXANDRU ŞTEFULESCU",7,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:45:27",1126,1113,4,7,2,536,527,0,7,2,505,22,1200,664,195,7,144,44,6,34,40,5,7,13,10
20,GORJ,"ŞCOALA GIMNAZIALĂ ALIMPEŞTI",126,ALIMPEŞTI,78542,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:43:34",849,807,1,17,24,552,510,1,17,24,517,35,900,348,218,5,134,107,3,27,4,3,9,2,5
20,GORJ,"ŞCOALA GIMNAZIALĂ ANINOASA",128,ANINOASA,78604,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:11",1191,1107,1,65,18,804,721,0,65,18,764,40,1200,396,207,3,451,37,2,16,4,2,8,31,3
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:05:11",1920,1891,1,18,10,1123,1095,0,18,10,1040,83,2100,977,624,9,156,105,9,70,15,8,23,14,7
20,GORJ,"ŞCOALA GIMNAZIALĂ BĂRBĂTEŞTI",146,BĂRBĂTEŞTI,78828,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:57",686,654,0,22,10,450,418,0,22,10,417,33,700,250,225,3,39,110,0,13,0,1,14,6,6
20,GORJ,"ȘCOALA GIMNAZIALĂ BENGEȘTI NR. 1",153,BENGEŞTI-CIOCADIA,78873,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:25:09",984,959,1,14,10,531,507,0,14,10,469,62,1022,491,239,10,146,44,4,15,1,0,2,8,0
20,GORJ,"ŞCOALA GIMNAZIALĂ CĂPRENI",179,CĂPRENI,79497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:00",759,734,1,9,15,405,381,0,9,15,383,22,800,395,164,0,30,164,1,13,2,0,4,1,4
20,GORJ,"ȘCOALA GIMNAZIALĂ CAPU-DEALULUI",169,BRĂNEŞTI,79237,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:05:39",620,589,0,9,22,453,422,0,9,22,438,12,700,250,247,2,136,39,1,7,0,0,4,2,0
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",23,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:44",1459,1443,5,11,0,604,593,0,11,0,583,21,1600,996,193,4,169,76,0,33,53,2,28,7,18
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",25,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:38:43",1352,1347,2,3,0,556,553,0,3,0,543,13,1600,1044,224,2,128,66,5,34,34,3,18,16,13
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",22,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:27",1475,1465,2,8,0,702,694,0,8,0,655,47,1700,998,272,9,177,62,7,37,37,8,20,6,20
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",24,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:48",1411,1403,2,5,1,552,546,0,5,1,528,24,1500,948,231,4,116,59,7,35,27,5,14,9,21
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN SĂVOIU",4,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:06:10",1031,1026,2,3,0,482,479,0,3,0,468,14,1200,718,192,7,138,51,5,27,29,1,8,4,6
20,GORJ,"ŞCOALA GIMNAZIALĂ CONSTANTIN SĂVOIU",5,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:07:12",1076,1073,1,2,0,491,489,0,2,0,473,18,1200,709,166,5,119,56,9,42,49,1,7,7,12
20,GORJ,"ŞCOALA GIMNAZIALĂ ”CORNELIUS RADU” RĂDINEŞTI",203,DĂNCIULEŞTI,80043,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:02",496,438,0,49,9,359,301,0,49,9,349,10,445,86,190,5,102,41,0,5,0,0,3,3,0
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:14:48",802,776,6,18,2,488,468,0,18,2,466,22,900,412,251,0,81,90,0,10,4,3,16,6,5
20,GORJ,"ŞCOALA GIMNAZIALĂ CREŢEŞTI",100,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:20",706,686,1,5,14,418,398,1,5,14,404,14,800,382,258,7,55,61,1,8,0,0,9,2,3
20,GORJ,"ȘCOALA GIMNAZIALĂ CURTIȘOARA",80,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:47",558,551,2,4,1,269,264,0,4,1,258,11,600,331,145,1,27,40,1,15,6,6,7,1,9
20,GORJ,"ŞCOALA GIMNAZIALĂ FÂNTÂNELE",329,URDARI,82733,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:23:44",767,761,0,1,5,547,541,0,1,5,519,28,874,327,74,7,248,136,0,26,2,2,15,5,4
20,GORJ,"ŞCOALA GIMNAZIALĂ GEORGE USCĂTESCU",95,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:37:38",1303,1284,2,13,4,672,655,0,13,4,644,28,1400,728,373,10,133,90,2,13,7,1,5,7,3
20,GORJ,"ȘCOALA GIMNAZIALĂ GEORGE USCĂTESCU",96,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:17:47",1214,1191,2,19,2,651,629,1,19,2,639,9,1400,749,299,4,153,117,3,32,3,4,14,8,2
20,GORJ,"ŞCOALA GIMNAZIALĂ GHEORGHE TĂTĂRĂSCU",18,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:44:30",1438,1421,1,9,7,605,589,0,9,7,584,21,1600,995,253,3,151,60,4,33,34,6,20,10,10
20,GORJ,"ŞCOALA GIMNAZIALĂ GHEORGHE TĂTĂRĂSCU",19,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:27:39",1369,1346,2,8,13,639,618,0,8,13,615,24,1500,861,264,5,136,80,7,36,35,7,22,11,12
20,GORJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE VASILESCU”",323,ŢÂNŢĂRENI,82680,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:56:37",1946,1922,0,17,7,1009,985,0,17,7,925,84,2100,1091,526,3,251,98,2,24,1,0,13,2,5
20,GORJ,"ȘCOALA GIMNAZIALĂ GRIGORE GEAMĂNU",321,TURCINEŞTI,78089,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:38:00",1388,1338,1,28,21,951,902,0,28,21,911,40,1500,549,429,17,270,114,5,13,11,3,25,14,10
20,GORJ,"ŞCOALA GIMNAZIALĂ GROȘEREA",130,ANINOASA,78604,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:52",518,477,0,33,8,382,341,0,33,8,358,24,500,118,124,1,167,28,0,19,1,2,10,4,2
20,GORJ,"ȘCOALA GIMNAZIALĂ IONEȘTI",229,IONEŞTI,80560,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:53:43",961,899,0,39,23,706,644,0,39,23,672,34,1000,294,402,8,157,57,11,16,1,0,14,3,3
20,GORJ,"ȘCOALA GIMNAZIALĂ ”MARIA CONSTANTIN”",326,ŢÂNŢĂRENI,82680,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:50:20",1324,1304,1,16,3,830,810,1,16,3,807,23,1419,589,538,2,173,42,2,18,4,3,20,0,5
20,GORJ,"ȘCOALA GIMNAZIALĂ ”MAZILU VIPIE GHEORGHE”",184,CĂTUNELE,79585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:39",327,320,0,5,2,221,214,0,5,2,215,6,400,179,127,2,35,27,0,7,0,0,14,1,2
20,GORJ,"ŞCOALA GIMNAZIALĂ MILUTA",166,BORĂSCU,79157,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:48",468,461,0,4,3,199,192,0,4,3,178,21,484,285,98,1,44,14,0,12,0,0,5,0,4
20,GORJ,"ȘCOALA GIMNAZIALĂ MOTRU-SEC",261,PADEŞ,81095,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 20:27:33",1637,1614,1,7,15,1145,1123,0,7,15,1082,63,1759,614,557,17,360,104,2,6,2,0,17,15,2
20,GORJ,"ŞCOALA GIMNAZIALĂ MUŞETEŞTI",253,MUŞETEŞTI,80908,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:13",444,427,0,11,6,332,315,0,11,6,324,8,500,168,216,0,57,36,3,5,0,0,1,1,5
