precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHALCEA FLOREA-AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FILIP VIOREL-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","IONESCU MARIUS-LUIGI-PARTIDUL SOCIAL DEMOCRAT-voturi","TACHE NICOLAE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL MERIŞANI",379,MERIŞANI,17101,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:22",674,655,0,8,11,452,433,0,8,11,447,5,715,263,11,319,114,3
3,ARGEŞ,"CĂMINUL CULTURAL VÎLCELELE",383,MERIŞANI,17101,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:17",763,732,2,21,8,519,490,0,21,8,514,5,815,296,8,122,383,1
3,ARGEŞ,"ȘCOALA GENERALĂ BORLEȘTI",380,MERIŞANI,17101,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:43",462,457,0,2,3,297,292,0,2,3,293,4,518,221,7,157,118,11
3,ARGEŞ,"ŞCOALA PRIMARĂ DOBROGOSTEA",381,MERIŞANI,17101,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:17",1059,1048,0,6,5,539,528,0,6,5,525,14,1139,600,29,294,194,8
3,ARGEŞ,"ŞCOALA PRIMARĂ MALU VÂNĂT",382,MERIŞANI,17101,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:50:55",718,714,0,3,1,436,432,0,3,1,407,29,810,374,11,112,280,4
