precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi"
13,CLUJ,"ASEZAMANTUL SOCIAL BISERICESC",520,JUCU,58259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:31",649,628,6,9,6,405,389,1,9,6,403,2,692,287,19,58,144,21,152,9
13,CLUJ,"CĂMIN CULTURAL GĂDĂLIN",521,JUCU,58259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:28",580,518,1,46,15,442,381,0,46,15,433,9,582,140,15,24,327,1,65,1
13,CLUJ,"CĂMIN CULTURAL VIȘEA",524,JUCU,58259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:20",456,440,0,15,1,270,254,0,15,1,238,32,487,217,3,19,53,131,32,0
13,CLUJ,"GRĂDINIȚA CU PROGRAM NORMAL",522,JUCU,58259,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:19:33",378,369,1,8,0,268,260,0,8,0,251,8,411,151,6,27,163,7,25,23
13,CLUJ,"ȘCOALA GIMNAZIALĂ ”GEORGE BARIȚIU”",519,JUCU,58259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:18",1049,1032,2,15,0,637,622,0,15,0,621,16,1130,493,22,77,274,20,215,13
13,CLUJ,"ŞCOALA PRIMARĂ",523,JUCU,58259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:03",1343,1285,7,45,6,799,746,2,45,6,784,15,1393,594,41,95,321,29,267,31
