precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUHUŢ RADU-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ALBU CRISTIAN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","NEMEŞ-DAN IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:55:21",1023,986,1,32,4,578,542,0,32,4,569,9,1100,522,292,260,17
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:17:08",1112,1080,0,26,6,710,678,0,26,6,697,13,1100,390,410,269,18
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:53",1073,1037,1,22,13,671,636,0,22,13,655,16,1200,529,352,285,18
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:09",1260,1236,0,21,3,644,620,0,21,3,628,16,1500,856,372,235,21
