precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OROS IOAN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","RUS OVIDIU-REMUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUDA ZENOVIA-MARIA-UNIUNEA SALVAȚI ROMÂNIA-voturi","BALINT LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","SUSA PAUL-PETRU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",440,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:11",217,201,0,9,7,161,145,0,9,7,161,0,209,47,105,0,1,55,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",437,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:41",86,74,0,10,2,68,56,0,10,2,66,2,100,32,47,1,0,18,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",441,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:39",349,320,0,16,13,232,203,0,16,13,230,2,330,98,49,38,15,112,16
26,MARAMUREŞ,"CĂMINUL CULTURAL",435,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:18",262,245,0,4,13,184,167,0,4,13,180,4,300,116,83,2,1,94,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",439,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:18",179,172,0,5,2,131,124,0,5,2,131,0,200,61,20,5,3,103,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",438,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:11",40,30,0,8,2,29,19,0,8,2,29,0,50,21,12,0,0,16,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:42:38",52,42,0,8,2,43,33,0,8,2,43,0,50,7,29,1,0,13,0
