precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PAP SÁNDOR-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL ”PETŐFI SÁNDOR”",114,CRASNA,140627,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:19",1908,1812,15,10,71,1281,1198,2,10,71,1260,21,2061,780,44,1101,43,72
33,SĂLAJ,"CENTRU DE INFORMARE TURISTICA",115,CRASNA,140627,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:42",1857,1817,5,8,27,1271,1236,0,8,27,1246,25,2000,729,21,1142,46,37
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",116,CRASNA,140627,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:37",422,415,0,5,2,192,185,0,5,2,178,14,500,308,73,68,37,0
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",117,CRASNA,140627,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:50",711,687,2,13,9,431,409,0,13,9,418,13,750,319,62,10,343,3
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",118,CRASNA,140627,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:52:06",395,383,0,8,4,190,178,0,8,4,178,12,450,260,11,150,9,8
