precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
13,CLUJ,"CAMINUL CULTURAL CĂLĂŢELE PĂDURE",371,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:18",231,207,0,19,5,186,162,0,19,5,180,6,234,48,4,111,9,29,6,21
13,CLUJ,"CĂMINUL CULTURAL FINCIU",374,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:30",118,105,3,10,0,89,76,3,10,0,83,5,119,31,3,13,11,41,11,4
13,CLUJ,"CĂMINUL CULTURAL VĂLENI",375,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:04",262,257,0,5,0,154,149,0,5,0,145,9,292,138,119,7,10,6,2,1
13,CLUJ,"SCOALA CĂLATA",372,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:23",336,328,0,6,2,242,234,0,6,2,230,12,370,128,9,58,91,53,15,4
13,CLUJ,"ŞCOALA DIN CĂLĂŢELE",370,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:05:11",719,706,1,2,10,377,365,0,2,10,360,17,799,422,2,159,50,106,24,19
13,CLUJ,"ŞCOALA DIN DEALU NEGRU",373,CĂLĂŢELE,56461,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:31",338,316,1,11,10,256,234,1,11,10,243,13,368,112,1,35,42,63,63,39
