precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂILĂ AUREL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","STOCHIŢOIU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","CLOPOTARU ALEXANDRU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZAMFIRA CLAUDIU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ CAPU-DEALULUI",169,BRĂNEŞTI,79237,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:10:50",620,589,0,9,22,453,422,0,9,22,438,12,700,250,17,258,23,140
20,GORJ,"ȘCOALA PRIMARĂ BĂDEȘTI",168,BRĂNEŞTI,79237,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:55",192,179,0,4,9,124,111,0,4,9,122,2,200,76,18,41,8,55
20,GORJ,"ȘCOALA PRIMARĂ BRĂNEȘTI",167,BRĂNEŞTI,79237,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:29",571,546,0,15,10,394,369,0,15,10,386,8,600,206,29,156,17,184
20,GORJ,"ȘCOALA PRIMARĂ GILORTU",170,BRĂNEŞTI,79237,4,PART,PRCNCT,P,P_SV,"2024-06-11 21:19:00",498,478,0,4,16,328,308,0,4,16,314,14,507,179,59,129,7,119
