precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HOJDA CIPRIAN-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMIŞ ADRIAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COMAN GRIGORE-UNIUNEA SALVAȚI ROMÂNIA-voturi","TOMOIAGĂ GRIGORE-PARTIDUL SOCIAL DEMOCRAT-voturi","TOMOIAGĂ VIOREL-BOGDAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","TOMOIAGĂ ŞTEFAN-voturi"
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:53:09",1198,1176,1,6,15,695,674,0,6,15,668,27,1300,605,280,24,10,341,10,3
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:29",1073,1059,0,5,9,620,606,0,5,9,603,17,1200,580,253,10,7,312,5,16
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:37:10",1711,1687,2,11,11,982,960,0,11,11,954,28,1753,771,381,41,5,512,11,4
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",346,MOISEI,108348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:22:47",1369,1351,2,10,6,707,691,0,10,6,676,31,1600,893,287,29,22,319,11,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",347,MOISEI,108348,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:05",972,952,6,14,0,488,474,0,14,0,465,23,1000,512,216,11,10,221,4,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN HOREA”",344,MOISEI,108348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:23:32",1611,1599,0,3,9,884,872,0,3,9,871,13,1800,916,475,22,5,357,10,2
