precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN II",106,"MUNICIPIUL CÂMPULUNG",13490,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:31:44",1468,1459,0,9,0,527,518,0,9,0,513,14,1600,1073,167,54,37,3,3,226,23
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN III",107,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:36",1396,1386,1,9,0,666,657,0,9,0,634,32,1600,934,201,58,77,0,12,265,21
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",33,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:54",1819,1810,0,8,1,818,809,0,8,1,784,34,2000,1182,270,104,160,10,23,181,36
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",32,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:36:03",1702,1694,0,8,0,666,658,0,8,0,648,18,2000,1334,225,79,156,11,14,134,29
3,ARGEŞ,"LICEUL TEORETIC ” ION CANTACUZINO”",34,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:27:02",1636,1631,0,5,0,598,593,0,5,0,569,29,1835,1237,228,86,115,9,16,97,18
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINO” (INTRAREA D)",35,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:50",1570,1557,2,7,4,661,649,1,7,4,643,18,1700,1039,260,74,140,9,14,121,25
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",180,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:36:41",902,891,2,9,0,473,464,0,9,0,452,21,1000,527,222,52,69,14,5,70,20
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",181,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:53",875,860,3,11,1,505,504,0,0,1,489,16,1000,495,262,57,67,9,3,69,22
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE B",151,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:45",1339,1330,3,6,0,636,630,0,6,0,624,12,1400,764,249,105,161,2,16,64,27
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE C",146,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:00",1289,1281,1,7,0,671,664,0,7,0,637,34,1400,729,271,96,156,1,15,73,25
3,ARGEŞ,"MUZEU ORĂȘENESC",182,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:36",680,673,1,6,0,391,385,0,6,0,368,23,800,409,209,38,47,18,3,39,14
3,ARGEŞ,"NIDEC MOTOR CORPORATION ROMANIA S.A.",178,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:18:01",2110,2093,12,5,0,1038,1031,2,5,0,987,51,2322,1284,294,164,236,6,21,231,35
3,ARGEŞ,"PRIMĂRIA BĂICULEŞTI",215,BĂICULEŞTI,14165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:52",1387,1383,2,2,0,809,807,0,2,0,770,39,1500,691,383,91,226,3,9,37,21
3,ARGEŞ,"PRIMARIA COMUNEI COCU",301,COCU,15652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:40",283,273,1,9,0,211,202,0,9,0,199,12,300,89,39,48,44,0,0,68,0
3,ARGEŞ,"PRIMĂRIA ORAŞULUI COSTEŞTI",136,"ORAŞ COSTEŞTI",13668,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:30:05",1643,1632,0,11,0,1012,1001,0,11,0,976,36,1840,828,412,124,275,6,40,91,28
3,ARGEŞ,"PRIMĂRIA TIGVENI",491,TIGVENI,19249,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:29:08",1538,1530,0,7,1,953,945,0,7,1,852,101,1600,647,467,89,231,2,4,25,34
3,ARGEŞ,"PRIMĂRIA VECHE HÎRTIEŞTI",352,HÂRTIEŞTI,16659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:16",291,272,0,7,12,227,208,0,7,12,220,7,317,90,162,16,32,0,2,6,2
3,ARGEŞ,"PRIMĂRIA VULTUREȘTI",523,VULTUREŞTI,20055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:08",807,801,0,4,2,564,558,0,4,2,536,28,890,326,342,49,74,0,5,46,20
3,ARGEŞ,PRIMĂRIE,357,LEORDENI,16757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:38:51",1386,1358,4,21,3,788,764,0,21,3,753,18,1493,722,391,113,160,4,5,50,30
3,ARGEŞ,"PRIMĂRIE VECHE",419,PIETROŞANI,17851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:22",1234,1227,0,7,0,767,760,0,7,0,731,36,1354,587,390,130,143,1,12,24,31
3,ARGEŞ,"RESTAURANT CASTEL",402,MOŞOAIA,17496,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:04:07",1560,1542,5,13,0,777,764,0,13,0,757,20,1710,933,214,80,167,8,17,238,33
3,ARGEŞ,"SALA DE FESTIVITĂȚII A CONSILIULUI LOCAL BĂBANA",212,BĂBANA,14085,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:50:36",619,589,2,6,22,442,412,2,6,22,400,38,679,237,166,57,134,3,8,24,8
3,ARGEŞ,"SALA DE SPORT PIETROŞANI",418,PIETROŞANI,17851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:46",1361,1360,1,0,0,803,803,0,0,0,776,27,1455,652,406,154,155,1,2,33,25
3,ARGEŞ,"SALA DE SPORT(ȘCOALA GENERALĂ NR. 1)",494,ŢIŢEŞTI,19338,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:13:23",1283,1271,1,5,6,790,779,0,5,6,752,38,1410,620,228,123,307,3,6,40,45
3,ARGEŞ,"SC APĂ CANAL 2000 SA",30,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:39:52",2027,2015,3,9,0,799,790,0,9,0,779,20,2300,1501,230,133,203,14,22,134,43
3,ARGEŞ,"SC APĂ CANAL 2000 SA",29,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:08:59",1832,1822,1,9,0,752,743,0,9,0,715,28,2000,1248,238,98,166,7,16,159,31
3,ARGEŞ,"S.C. HIDROELECTRICA S.A.",98,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:51",936,930,1,5,0,485,480,0,5,0,470,15,1000,515,112,54,48,2,7,233,14
3,ARGEŞ,"S.C. LISA DRAXLMAIER S.A.",31,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:55:26",1713,1701,3,9,0,700,691,0,9,0,686,14,1900,1200,233,81,149,13,23,153,34
3,ARGEŞ,"ŞCOALA BĂBANA",211,BĂBANA,14085,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:41:47",762,752,3,4,3,470,462,1,4,3,424,29,830,360,148,117,85,1,3,50,20
3,ARGEŞ,"ŞCOALA BĂDEŞTI",225,BÂRLA,14450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:27",256,254,0,2,0,177,175,0,2,0,169,8,299,122,44,20,98,1,1,3,2
3,ARGEŞ,"ŞCOALA BOGAŢI",234,BOGAŢI,14584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:34",1273,1263,1,8,1,731,722,0,8,1,696,35,1411,680,306,88,168,96,12,10,16
3,ARGEŞ,"ŞCOALA BOHARI",373,MĂLURENI,17049,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:47:37",286,281,0,3,2,179,174,0,3,2,172,5,308,129,91,11,19,0,23,19,9
3,ARGEŞ,"ŞCOALA BRATIA",232,BEREVOEŞTI,14405,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:10",126,117,0,9,0,101,92,0,9,0,99,2,204,103,70,12,15,1,0,0,1
3,ARGEŞ,"ŞCOALA BUNEŞTI",371,MĂLURENI,17049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:06",553,546,1,5,1,319,312,1,5,1,291,28,600,281,149,35,53,0,36,6,12
3,ARGEŞ,"ŞCOALA BUTA",411,NEGRAŞI,17726,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:55",149,142,1,6,0,99,92,1,6,0,92,7,162,63,38,6,13,0,2,30,3
3,ARGEŞ,"SCOALA CALINESTI",272,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:19",1667,1634,2,6,25,848,817,0,6,25,820,28,1600,752,407,158,132,0,11,79,33
3,ARGEŞ,"ŞCOALA CĂRPENIŞ",288,CEPARI,15313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:12",583,560,0,9,14,391,368,0,9,14,373,18,600,209,230,43,62,2,4,30,2
3,ARGEŞ,"ŞCOALA CEPARI - UNGURENI",289,CEPARI,15313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:48",269,263,0,3,3,171,166,0,3,2,164,7,300,129,57,20,61,1,5,20,0
3,ARGEŞ,"ŞCOALA CHIŢEŞTI",236,BOGAŢI,14584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:56",219,208,0,11,0,137,126,0,11,0,134,3,230,93,45,15,25,35,2,9,3
3,ARGEŞ,"SCOALA CIOCANESTI",274,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:27",751,747,2,0,2,409,407,0,0,2,392,17,800,391,145,77,105,2,3,44,16
3,ARGEŞ,"ŞCOALA CIOCANU",331,DÂMBOVICIOARA,16329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:31",78,53,0,22,3,69,44,0,22,3,63,6,80,11,24,9,19,2,3,4,2
3,ARGEŞ,"SCOALA CIOMĂGEȘTI",299,CIOMĂGEŞTI,15554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:18",360,306,0,43,11,290,236,0,43,11,276,14,348,58,169,19,68,2,1,8,9
3,ARGEŞ,"SCOALA CIRSTIENI",273,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:20",643,637,0,6,0,319,313,0,6,0,295,24,800,481,195,52,28,5,11,0,4
3,ARGEŞ,"ŞCOALA CIULNIŢA",359,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:46",871,853,0,11,7,529,511,0,11,7,509,20,960,431,289,105,69,1,4,25,16
3,ARGEŞ,"ŞCOALA COLŢU",503,UNGHENI,19560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:18",556,514,0,42,0,392,350,0,42,0,375,17,569,177,338,9,6,3,2,14,3
3,ARGEŞ,"ŞCOALA CONŢEŞTI NR.1",327,DAVIDEŞTI,16285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:27",676,659,0,13,4,457,440,0,13,4,447,10,738,281,292,38,51,0,3,54,9
3,ARGEŞ,"ŞCOALA COTU",499,UDA,19392,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:53:13",182,171,0,10,1,127,116,0,10,1,121,6,200,73,74,9,31,0,0,4,3
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV BÎRSEȘTII DE JOS",492,TIGVENI,19249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:45",957,955,0,2,0,570,568,0,2,0,550,20,1100,530,214,56,210,0,5,34,31
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CĂTUNAŞI",423,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:29",417,413,0,4,0,281,277,0,4,0,272,9,345,64,123,32,52,1,4,51,9
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CIOCĂNĂI",399,MOŞOAIA,17496,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:38",578,573,0,5,0,313,308,0,5,0,304,9,625,312,77,81,71,1,14,40,20
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DEALUL VIILOR",424,"POIANA LACULUI",18028,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:12:19",329,319,0,10,0,246,236,0,10,0,243,2,462,216,128,34,25,0,2,46,8
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DINCULEŞTI",425,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:20",293,286,0,7,0,201,194,0,7,0,195,6,319,118,103,17,27,0,0,41,7
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV FURDUEŞTI",441,RĂTEŞTI,18331,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:09",405,403,0,2,0,228,226,0,2,0,227,1,443,215,130,64,18,2,1,9,3
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GĂRDINEŞTI",426,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:19",394,390,0,4,0,274,270,0,4,0,260,14,430,156,125,35,44,0,4,50,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GOLEŞTI-PRIBOAIA",223,BĂLILEŞTI,14272,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:40",563,556,0,7,0,322,315,0,7,0,309,13,624,302,202,15,55,1,1,19,16
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV MAVRODOLU",442,RĂTEŞTI,18331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:52",126,120,0,5,1,76,70,0,5,1,74,2,139,56,45,10,15,0,1,1,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV METOFU",427,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:02",291,286,0,5,0,223,218,0,5,0,207,16,310,87,78,21,34,1,9,62,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV NEJLOVELU",443,RĂTEŞTI,18331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:52",376,372,4,0,0,200,200,0,0,0,185,15,415,215,70,48,51,0,1,3,12
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV PĂTULENI",444,RĂTEŞTI,18331,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:07",764,761,0,3,0,508,505,0,3,0,481,27,838,330,286,33,137,1,2,11,11
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV SMEURA",401,MOŞOAIA,17496,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:24:42",1621,1610,2,8,1,887,878,0,8,1,857,30,1750,863,191,131,324,8,8,156,39
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV ȚIȚEȘTI",495,ŢIŢEŞTI,19338,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:25",1000,996,0,4,0,574,570,0,4,0,517,57,1100,526,104,56,327,0,3,12,15
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA MĂNĂSTIRII",496,ŢIŢEŞTI,19338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:00",808,805,0,3,0,380,380,0,0,0,352,28,900,520,40,26,280,0,2,1,3
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA STÂNII",497,ŢIŢEŞTI,19338,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:20:04",845,839,0,4,2,536,530,0,4,2,502,32,900,364,200,51,186,2,4,44,15
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV VĂLENI",459,SĂLĂTRUCU,18554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:21",522,517,2,0,3,301,298,0,0,3,287,14,600,299,198,28,31,1,5,10,14
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV VLĂDEŞTI",493,TIGVENI,19249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:28",191,187,0,4,0,115,111,0,4,0,102,13,228,113,40,4,45,0,0,6,7
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII BÂRLA",224,BÂRLA,14450,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:33",788,757,1,22,8,501,471,0,22,8,467,34,850,349,239,55,144,2,3,17,7
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII DEAGURILE",448,RECEA,18411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:02",715,693,0,8,14,405,383,0,8,14,381,24,800,395,248,43,71,1,3,5,10
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII HINŢEŞTI",400,MOŞOAIA,17496,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:38",1095,1089,0,5,1,628,622,0,5,1,604,24,1200,572,233,69,173,6,19,83,21
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII POIANA LACULUI",422,"POIANA LACULUI",18028,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:58:46",1342,1321,1,14,6,912,891,1,14,6,881,19,1494,582,389,88,133,3,6,234,28
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII SĂMARA",430,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:26",763,751,1,11,0,534,523,0,11,0,510,24,822,288,198,45,102,2,9,151,3
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII ŞTEFAN CEL MARE",483,"ŞTEFAN CEL MARE",19114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:15",801,795,0,6,0,457,451,0,6,0,438,19,900,443,319,30,21,0,20,10,38
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII ŞTEFAN CEL MARE",482,"ŞTEFAN CEL MARE",19114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:48",672,668,0,3,1,371,367,0,3,1,362,9,700,329,259,27,39,0,11,9,17
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII UNGHENI",502,UNGHENI,19560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:36",543,525,0,15,3,308,290,0,15,3,286,22,583,275,176,43,38,0,6,10,13
3,ARGEŞ,"ŞCOALA DAVIDEŞTI",326,DAVIDEŞTI,16285,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:45:56",507,503,0,3,1,364,360,0,3,1,351,13,567,203,182,45,65,3,2,39,15
3,ARGEŞ,"ŞCOALA DÎRMĂNEŞTI",333,DÂRMĂNEŞTI,16365,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 08:47:52",985,981,0,3,1,551,547,0,3,1,521,30,1100,549,310,75,48,5,6,48,29
3,ARGEŞ,"ŞCOALA DUMBRĂVEŞTI",345,DRĂGANU,16506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:09",406,401,0,5,0,263,258,0,5,0,256,7,460,197,146,63,7,3,19,4,14
3,ARGEŞ,"ŞCOALA FATA",516,VEDEA,19793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:18",412,373,0,22,17,288,249,0,22,17,260,28,418,130,102,42,51,0,0,52,13
3,ARGEŞ,"ŞCOALA FRĂTICI",517,VEDEA,19793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:16",343,318,0,25,0,240,215,0,25,0,201,39,340,100,82,26,27,7,10,42,7
3,ARGEŞ,"ŞCOALA GĂMĂCEŞTI",233,BEREVOEŞTI,14405,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:14:43",895,889,0,6,0,649,643,0,6,0,504,139,976,327,398,36,33,3,6,6,22
3,ARGEŞ,"ŞCOALAGEN CU CLS. I-VIII STRÎMBENI",270,CĂLDĂRARU,15064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:05",644,595,1,25,23,413,365,0,25,23,392,21,613,200,157,43,175,0,2,13,2
3,ARGEŞ,"ŞCOALA GENERALĂ ARGEŞELU",378,MĂRĂCINENI,13365,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:40:12",1854,1839,15,0,0,1125,1124,1,0,0,1094,31,1841,716,599,241,113,5,12,84,40
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA NOUĂ",206,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:10",1598,1581,9,4,4,856,848,0,4,4,817,39,1750,894,313,133,152,6,15,151,47
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA VECHE",205,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:02",1958,1940,5,9,4,971,956,2,9,4,936,35,2149,1178,380,120,178,5,24,162,67
3,ARGEŞ,"ȘCOALA GENERALĂ BORLEȘTI",380,MERIŞANI,17101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:43",462,457,0,2,3,297,292,0,2,3,288,9,518,221,135,30,94,2,9,12,6
3,ARGEŞ,"ŞCOALA GENERALĂ BROŞTENI",141,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:53",670,661,1,8,0,360,352,0,8,0,347,13,726,366,124,79,78,2,35,17,12
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MARE",253,BUDEASA,14851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:57",1128,1122,3,3,0,694,688,3,3,0,676,18,1200,506,324,132,107,10,5,70,28
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MICĂ",254,BUDEASA,14851,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:29:03",745,738,3,4,0,485,481,0,4,0,471,14,800,315,269,111,44,2,7,29,9
3,ARGEŞ,"ŞCOALA GENERALĂ CALOTEŞTI",255,BUDEASA,14851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:20",818,816,0,2,0,518,516,0,2,0,506,12,900,382,373,60,39,0,7,10,17
3,ARGEŞ,"ȘCOALA GENERALĂ ”CONSTANTIN BRÂNCOVEANU”",176,"ORAŞ ŞTEFĂNEŞTI",13392,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:26:14",1379,1365,3,9,2,721,710,0,9,2,662,49,1502,781,337,67,115,3,29,70,41
3,ARGEŞ,"ŞCOALA GENERALĂ ”CONSTANTIN BRÂNCOVEANU” VALEA MARE",177,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:21",1824,1819,0,3,2,890,885,0,3,2,867,23,2008,1118,382,118,153,6,23,159,26
3,ARGEŞ,"ŞCOALA GENERALĂ COSTEŞTI - VÎLSAN",406,MUŞĂTEŞTI,17619,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:27",526,511,0,10,5,301,286,0,10,5,283,18,562,261,167,29,56,0,2,13,16
3,ARGEŞ,"ŞCOALAGENERALĂ CU CLASELE I-IV GĂNEŞTI",420,PIETROŞANI,17851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:38",496,487,0,9,0,312,303,0,9,0,304,8,540,228,159,57,62,1,5,13,7
3,ARGEŞ,"ŞCOALA GENERALĂ CU CLASELE I-VIII MORĂREŞTI",396,MORĂREŞTI,17423,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:10:05",821,807,2,10,2,601,589,0,10,2,572,17,912,311,279,54,190,2,4,15,28
3,ARGEŞ,"ŞCOALA GENERALĂ DEALU BRADULUI",462,SĂPATA,18581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:23",150,137,0,8,5,94,81,0,8,5,89,5,153,59,47,20,14,1,0,4,3
3,ARGEŞ,"ŞCOALA GENERALĂ GĂLĂŞEŞTI",256,BUDEASA,14851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:11",837,832,0,5,0,508,503,0,5,0,489,19,974,466,318,73,43,1,3,28,23
3,ARGEŞ,"ŞCOALA GENERALĂ GLÎMBOCU",207,BASCOV,13187,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:30",820,811,3,6,0,460,454,0,6,0,449,11,898,438,204,79,61,1,8,62,34
3,ARGEŞ,"ŞCOALA GENERALĂ I-IV CÂNDEȘTI, STRADA MAGISTRAT SORIN MOISESCU, NR.182",195,"ALBEŞTII DE MUSCEL",13891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:26",355,335,0,6,14,291,271,0,6,14,274,17,400,109,78,15,157,0,1,17,6
3,ARGEŞ,"ŞCOALA GENERALĂ I-IV IOANICEŞTI",432,"POIENARII DE ARGEŞ",17913,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:42",203,185,0,14,4,151,133,0,14,4,143,8,200,49,46,9,71,1,1,11,4
3,ARGEŞ,"ŞCOALA GENERALĂ LEŞILE",490,TEIU,19212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:38",153,144,0,9,0,108,99,0,9,0,103,5,160,52,61,7,30,0,0,1,4
3,ARGEŞ,"ŞCOALA GENERALĂ MICA",208,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:45",486,478,1,7,0,332,325,0,7,0,326,6,528,196,186,65,18,0,0,39,18
3,ARGEŞ,"ŞCOALA GENERALĂ MIŞEI",404,MOZĂCENI,17575,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:28:29",469,456,0,6,7,318,305,0,6,7,300,17,509,191,153,24,109,0,3,5,6
3,ARGEŞ,"ȘCOALA GENERALĂ NOAPTEȘ",135,"MUNICIPIUL CURTEA DE ARGEŞ",13622,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:21:51",777,771,0,6,0,363,357,0,6,0,351,12,1004,641,112,61,113,6,6,38,15
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",376,MĂRĂCINENI,13365,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:31:04",1237,1232,4,1,0,711,710,0,1,0,684,24,1600,889,371,121,95,0,10,61,26
