precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FILIP SILVIU-AURELIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂDOIU ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RUSU EMILIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHAI-BADEA CONSTANTIN-CLAUDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"ŞCOALA PRIMARĂ BRĂTUIA",205,DĂNEŞTI,80123,2,PART,PRCNCT,P,P_SV,"2024-06-12 18:53:52",803,731,0,53,19,595,523,0,53,19,534,61,800,205,396,100,31,7
20,GORJ,"ŞCOALA PRIMARĂ DĂNEȘTI",204,DĂNEŞTI,80123,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:24",1179,1136,1,35,7,760,718,0,35,7,741,19,1300,540,475,20,195,51
20,GORJ,"ŞCOALA PRIMARĂ ȘASA",206,DĂNEŞTI,80123,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:32",619,579,1,24,15,399,360,0,24,15,391,8,600,201,284,9,29,69
20,GORJ,"ŞCOALA PRIMARĂ VĂCAREA",207,DĂNEŞTI,80123,3,PART,PRCNCT,P,P_SV,"2024-06-12 19:08:49",787,745,0,33,9,552,510,0,33,9,540,12,835,283,386,25,78,51
