precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:56",402,394,0,6,2,215,207,0,6,2,200,15,450,235,114,21,22,6,36,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",411,STRÂMTURA,109005,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:33",500,493,0,5,2,256,249,0,5,2,234,22,550,294,110,21,11,85,3,4
26,MARAMUREŞ,"ȘCOALA GENERALĂ",409,STRÂMTURA,109005,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:23",1606,1597,3,2,4,784,778,0,2,4,748,36,1746,962,433,163,83,22,21,26
26,MARAMUREŞ,"ȘCOALA GENERALĂ",412,STRÂMTURA,109005,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:32",410,406,0,4,0,182,178,0,4,0,164,18,450,268,76,25,26,33,1,3
