precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL MALU",174,MALU,179739,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:35",875,796,1,42,36,673,595,0,42,36,659,12,914,241,290,291,56,22
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:17:53",903,830,2,47,24,712,641,0,47,24,690,22,937,225,220,382,57,31
