precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA DAN-CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","APAFI MIHAI-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GEORGESCU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BANFI ARSENIE-ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI COLONIE",402,PREJMER,41667,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:03",1283,1274,1,5,3,574,566,0,5,3,553,21,1458,884,92,357,97,7
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI SAT",401,PREJMER,41667,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:03",1360,1347,0,9,4,698,685,0,9,4,670,28,1500,802,77,517,68,8
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",398,PREJMER,41667,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:36",1731,1724,6,1,0,859,857,1,1,0,836,23,1900,1041,95,669,60,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",399,PREJMER,41667,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:51",1863,1853,2,6,2,986,978,0,6,2,891,95,2000,1014,81,640,57,113
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",400,PREJMER,41667,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:09",1770,1753,7,7,3,951,941,0,7,3,902,39,1900,959,73,730,94,5
