precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONIŢĂ CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IONIŢĂ PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂLIN BOGDAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIE TEODOR-UNIUNEA SALVAȚI ROMÂNIA-voturi"
25,ILFOV,"CAMIN CULTURAL",182,CIOLPANI,101902,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:14:44",713,704,0,8,1,429,420,0,8,1,418,11,752,323,22,107,269,20
25,ILFOV,"GRADINITA NR.3",181,CIOLPANI,101902,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:22",683,664,0,17,2,358,339,0,17,2,351,7,700,342,27,46,248,30
25,ILFOV,"GRADINITA NR.4",180,CIOLPANI,101902,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:09:01",1162,1123,4,12,23,669,634,0,12,23,648,21,1300,631,90,42,496,20
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:09:46",1911,1894,0,8,9,1132,1115,0,8,9,1110,22,2100,968,73,187,793,57
