precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMA GHEORGHE-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA NOUĂ",323,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:54",185,174,0,3,8,118,107,0,3,8,116,2,190,72,116
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA VECHE",324,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:16",315,306,2,2,5,126,118,1,2,5,117,9,336,210,117
11,CARAŞ-SEVERIN,"CENTRU DE ZI PENTRU PERSOANE VÂRSTNICE SLATINA-TIMIȘ",321,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:09:42",1447,1368,5,10,64,857,783,0,10,64,808,49,1514,657,808
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ ILOVA",322,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:27:44",376,352,0,4,20,376,352,0,4,20,345,9,646,292,345
