precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRUESCU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BRUZAN SILVIU - IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","PERŢA DENIS-OVIDIU-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALUN",292,BOŞOROD,88449,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:10",57,51,2,4,0,41,37,0,4,0,40,1,57,16,2,15,23
22,HUNEDOARA,"CĂMINUL CULTURAL BOŞOROD",291,BOŞOROD,88449,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:26",763,732,0,23,8,606,575,0,23,8,587,19,830,224,13,322,252
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCANI",294,BOŞOROD,88449,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:00:16",110,98,0,12,0,69,57,0,12,0,64,5,108,39,1,27,36
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:26",152,144,2,4,2,124,118,0,4,2,122,2,160,36,1,61,60
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:10:15",55,46,0,9,0,35,26,0,9,0,35,0,51,16,1,24,10
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",293,BOŞOROD,88449,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:37",446,423,3,11,9,300,277,3,11,9,292,8,476,176,2,48,242
