precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂBĂCARU PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ISTRATE MIHAIL-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"PRIMĂRIA TĂTĂRĂŞTI",604,TĂTĂRĂŞTI,25745,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:37",392,387,1,3,1,260,255,1,3,1,245,14,400,140,175,70
4,BACĂU,"ŞCOALA GIMNAZIALA SATUL CORNII DE SUS",605,TĂTĂRĂŞTI,25745,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:33",713,697,0,13,3,376,371,0,2,3,355,21,800,424,268,87
4,BACĂU,"ŞCOALA PRIMARA SATUL DRĂGEŞTI",606,TĂTĂRĂŞTI,25745,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:13:09",309,298,0,10,1,219,208,0,10,1,210,9,300,81,127,83
4,BACĂU,"ŞCOALA PRIMARA SATUL GHERDANA",607,TĂTĂRĂŞTI,25745,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:03",276,268,0,7,1,177,169,0,7,1,171,6,300,123,126,45
4,BACĂU,"ŞCOALA PRIMARA SATUL GIURGENI",608,TĂTĂRĂŞTI,25745,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:20",193,186,0,6,1,139,132,0,6,1,136,3,200,61,108,28
