precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRӐDINIȚA CU PROGRAM NORMAL GURA ȘUȚII,CORPUL B",262,"GURA ŞUŢII",67648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:00",979,954,0,1,24,648,623,0,1,24,631,17,1080,432,15,59,557
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",260,"GURA ŞUŢII",67648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:12",876,840,1,0,35,561,525,1,0,35,553,8,970,409,12,22,519
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",261,"GURA ŞUŢII",67648,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:26:16",883,843,0,1,39,566,528,0,1,37,515,51,970,404,12,39,464
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ SPERIEȚENI",263,"GURA ŞUŢII",67648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:34",1456,1438,1,2,15,647,630,0,2,15,627,20,1598,951,32,124,471
