precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRODAN NICOLAE-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","SATMARI ADRIAN-GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URS AURELIAN-RAUL-PARTIDUL NAȚIONAL LIBERAL-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",259,"BOIU MARE",107430,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:41",371,343,0,16,12,255,227,0,16,12,247,8,400,145,200,22,25
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:48",534,466,0,48,20,408,340,0,48,20,399,9,480,72,318,79,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:34:21",46,41,0,4,1,46,41,0,4,1,44,2,71,25,41,0,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",260,"BOIU MARE",107430,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:09:08",60,53,0,5,2,43,36,0,5,2,43,0,81,38,36,3,4
