precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROSU CONSTANTIN-CIPRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MOCANU ELVIS-IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CONDREA IOAN-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NEDELCU EUGEN-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STOIAN LUCREŢIA-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","HAIDĂU VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CONSTANTINESCU ION-FORȚA DREPTEI-voturi","DOBRE LIVIU-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL REDIU",622,REDIU,95239,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:19",1316,1299,2,14,1,638,624,0,14,0,625,13,1400,762,131,114,182,29,14,22,88,45
24,IAŞI,"SALA DE CONFERINȚĂ",624,REDIU,95239,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:32:09",975,966,1,8,0,567,559,0,8,0,557,10,1080,513,108,147,111,8,11,55,97,20
24,IAŞI,"SALA DE CONFERINȚĂ",623,REDIU,95239,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:57",1460,1447,1,9,3,827,815,0,9,3,804,23,1600,773,150,242,185,12,48,47,102,18
24,IAŞI,"SCOALA GIMNAZIALA HORLESTI",625,REDIU,95239,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:52:07",1067,1056,0,11,0,492,481,0,11,0,469,18,1200,713,54,96,134,13,10,131,26,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ REDIU",621,REDIU,95239,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:51:24",1191,1175,7,8,1,494,485,0,8,1,477,17,1200,703,78,102,153,30,10,20,62,22
24,IAŞI,"ȘCOALĂ GIMNAZIALĂ REDIU",620,REDIU,95239,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:47:29",1490,1477,3,10,0,787,777,0,10,0,778,9,1600,813,174,118,308,15,21,15,101,26
