precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
1,ALBA,"CĂMINUL CULTURAL GALDA DE JOS",253,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:48:13",1593,1555,1,24,13,1027,990,0,24,13,1001,26,1700,673,79,383,153,386,0
1,ALBA,"CĂMINUL CULTURAL OIEJDEA",258,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:31",660,649,1,6,4,436,426,0,6,4,416,20,700,264,25,135,31,149,76
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ POIANA GALDEI)",259,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:42",121,111,0,10,0,100,90,0,10,0,97,3,150,50,6,14,22,52,3
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:01",237,221,0,14,2,147,131,0,14,2,142,5,250,103,11,25,17,88,1
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:17",443,407,2,14,20,329,295,0,14,20,322,7,500,171,67,83,24,148,0
1,ALBA,"ŞCOALA PRIMARĂ CETEA",255,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:13",345,323,1,12,9,221,200,0,12,9,215,6,350,129,36,14,30,132,3
1,ALBA,"ŞCOALA PRIMARĂ GALDA DE SUS",256,"GALDA DE JOS",4366,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:34:45",330,310,0,14,6,233,213,0,14,6,222,11,350,117,19,16,26,160,1
