precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOS SAVU-CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA VLAD-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","COSTE TEODOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL”ELISABETA PAVEL” GIRIȘU NEGRU",634,TINCA,31789,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:20",580,539,0,11,30,364,323,0,11,30,352,12,593,229,8,198,146
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:13",449,401,0,12,36,330,282,0,12,36,322,8,428,98,2,233,87
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL BELFIR",633,TINCA,31789,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:32",472,462,0,8,2,227,217,0,8,2,215,12,503,276,2,88,125
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 TINCA",632,TINCA,31789,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:45",1084,1005,0,22,57,726,647,0,22,57,707,19,1199,473,18,357,332
5,BIHOR,"LICEUL TEORETIC N.JIGA",630,TINCA,31789,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:05:51",1385,1319,1,14,51,799,734,0,14,51,705,94,1486,687,11,460,234
5,BIHOR,"SCOALA GENERALA",635,TINCA,31789,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:31",912,885,0,12,15,582,555,0,12,15,557,25,998,416,12,343,202
5,BIHOR,"SCOALA PRIMARA I-IV",631,TINCA,31789,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:36",1353,1208,2,68,75,816,715,0,26,75,795,21,1434,618,21,446,328
