precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.1 POLOVRAGI",269,POLOVRAGI,81380,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:39:03",916,899,1,8,8,653,637,0,8,8,621,32,1000,347,2,152,15,61,66,177,148
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 POLOVRAGI",270,POLOVRAGI,81380,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:31",941,936,0,3,2,668,663,0,3,2,573,95,1000,332,46,150,10,15,50,194,108
20,GORJ,"ŞCOALA PRIMARĂ RACOVIȚA",271,POLOVRAGI,81380,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:20",358,349,0,6,3,265,256,0,6,3,241,24,427,162,0,52,0,25,10,111,43
