precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IORGA CĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIDĂNAC MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL CARTOJANI",198,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:16:47",743,737,0,6,0,403,397,0,6,0,396,7,811,408,58,338
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 ROATA MICA",201,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:15",427,419,0,8,0,302,294,0,8,0,294,8,462,160,53,241
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:23:39",963,943,2,16,2,657,638,1,16,2,639,18,1040,383,183,456
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:21:54",920,898,1,20,1,616,595,0,20,1,605,11,990,374,141,464
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:21",983,979,1,3,0,535,531,1,3,0,505,30,1078,543,75,430
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:26",1075,1061,0,14,0,523,509,0,14,0,504,19,1164,641,75,429
19,GIURGIU,"ŞCOALA PRIMARA NR. 2 SADINA",202,"ROATA DE JOS",104831,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:09:53",1254,1246,0,8,0,828,820,0,8,0,802,26,1246,418,176,626
