precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRIFONESCU LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NASUI IONEL-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JURCHIŢA FLORIN-AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:52",321,314,0,4,3,149,142,0,4,3,147,2,400,251,105,7,35
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:11",377,370,1,6,0,183,176,1,6,0,178,5,390,207,67,4,107
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:02",449,436,0,5,8,248,235,0,5,8,240,8,500,252,157,21,62
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:48:29",1359,1322,5,15,17,750,717,1,15,17,724,26,1400,650,398,28,298
