precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORARU CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHAI DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BURLACU ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","UNGUREANU ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STURZU GHEORGHE-voturi"
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",306,PÂRSCOV,48557,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:43:57",1185,1167,2,11,5,683,666,1,11,5,672,11,1270,587,17,327,249,56,23
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",305,PÂRSCOV,48557,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:23",1219,1207,1,8,3,634,622,1,8,3,615,19,1321,687,21,291,246,44,13
10,BUZĂU,"FOSTUL MAGAZIN TRESTIENI",310,PÂRSCOV,48557,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:23:31",33,23,0,10,0,17,7,0,10,0,17,0,50,33,1,11,2,3,0
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:54",651,643,0,6,2,299,291,0,6,2,286,13,710,411,12,170,94,8,2
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:18",465,454,0,6,5,258,247,0,6,5,252,6,520,262,11,144,80,12,5
10,BUZĂU,"ŞCOALA LUNCA FRUMOASA",308,PÂRSCOV,48557,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:07",874,856,0,17,1,522,504,0,17,1,507,14,920,399,30,298,155,20,4
