precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA FĂNICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BULEANDRĂ GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GIURGEA CĂTĂLIN-ANDREI-PARTIDUL SOCIAL DEMOCRAT-voturi","MAZILU ALEXANDRA-MIRELA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMINUL CULTURAL VASILE ȚIROIU BOLOTEȘTI",111,BOLOTEŞTI,175368,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:42",606,588,2,7,9,305,289,0,7,9,295,10,650,345,220,37,32,6
41,VRANCEA,"SCOALA CU CLASELE I - IV VITANESTII DE SUB MAGURA",116,BOLOTEŞTI,175368,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:04",612,588,0,13,11,342,318,0,13,11,324,18,663,321,268,12,25,19
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",113,BOLOTEŞTI,175368,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:58:58",538,512,0,13,13,333,307,0,13,13,325,8,564,229,279,9,29,8
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",112,BOLOTEŞTI,175368,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:24:53",1214,1148,1,21,44,725,659,1,21,44,694,31,1338,613,533,28,104,29
41,VRANCEA,"SCOALA GIMNAZIALA PUTNA",115,BOLOTEŞTI,175368,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:03",538,504,0,11,23,353,319,0,11,23,339,14,582,229,249,17,66,7
41,VRANCEA,"ŞCOALA PRIMARĂ IVĂNCEŞTI",114,BOLOTEŞTI,175368,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:51",376,353,0,9,14,213,190,0,9,14,206,6,401,189,162,4,22,18
