precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CISMARU NICULAE-PARTIDUL NAȚIONAL LIBERAL-voturi","HUMĂ CRISTINA-CAMELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCU MARIUS-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHAI CLAUDIU-MARIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
25,ILFOV,"GRĂDINIŢA NR.1",152,BRĂNEŞTI,101298,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:47",1254,1250,0,4,0,706,702,0,4,0,683,23,1350,644,596,50,28,9
25,ILFOV,"GRADINITA NR.2",153,BRĂNEŞTI,101298,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:18",1034,1014,3,16,1,572,555,0,16,1,565,7,1093,521,505,22,18,20
25,ILFOV,"LICEUL TEORETIC ”TRAIAN LALESCU”",151,BRĂNEŞTI,101298,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:08",1889,1873,1,15,0,1078,1063,0,15,0,1051,27,2050,972,920,68,32,31
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:48",1806,1791,1,14,0,983,969,0,14,0,949,34,2000,1017,833,44,44,28
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:40",1031,1029,1,1,0,551,550,0,1,0,533,18,1150,599,464,31,16,22
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,707,20,1500,773,634,30,21,22
