precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGDÁN FERENC-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CHIŞ FELICIAN-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","POP DOINA-ECATERINA-PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL",140,DOBRIN,140958,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:28",382,364,0,5,13,204,186,0,5,13,192,12,406,202,100,63,29
33,SĂLAJ,"CĂMINUL CULTURAL DOBA",141,DOBRIN,140958,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:15",283,277,0,3,3,163,157,0,3,3,161,2,300,137,137,18,6
33,SĂLAJ,"CASĂ PAROHIALĂ REFORMATĂ NAIMON",143,DOBRIN,140958,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:11:12",111,108,0,3,0,49,46,0,3,0,47,2,127,78,21,24,2
33,SĂLAJ,"CENTRUL DE ZI DOBA",142,DOBRIN,140958,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:55",238,223,0,6,9,139,124,0,6,9,139,0,255,116,125,10,4
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:58",370,354,1,5,10,231,216,0,5,10,222,9,380,149,206,7,9
