precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAVEN IOAN-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BALEA ELENA-PARTIDUL SOCIAL DEMOCRAT-voturi","GLIGOR TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CREŢIU ELENA-PARTIDUL S.O.S. ROMÂNIA-voturi"
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:44",577,566,0,5,6,381,370,0,5,6,366,15,628,247,6,158,196,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ” NICODIM GANEA” BISTRA",204,BISTRA,3039,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:05",805,791,1,9,4,503,489,1,9,4,497,6,880,377,8,196,281,12
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",206,BISTRA,3039,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:23:53",759,752,0,4,3,443,436,0,4,3,432,11,835,392,13,170,237,12
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",205,BISTRA,3039,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:06:43",1053,1042,0,7,4,697,686,0,7,4,677,20,1151,454,25,240,398,14
1,ALBA,"ŞCOALA PRIMARĂ CIULDEŞTI - COMUNA BISTRA",207,BISTRA,3039,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:01",593,574,0,14,5,372,353,0,14,5,367,5,632,260,9,101,249,8
