precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL RÂMEȘTI",150,"ORAŞ HOREZU",168041,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:04:53",360,349,0,10,1,211,200,0,10,1,206,5,387,176,118,47,18,22,1,0,0
40,VÂLCEA,"CĂMINUL CULTURAL ROMANII DE SUS",152,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:07:43",265,255,0,6,4,166,156,0,6,4,156,10,280,114,79,26,33,8,5,2,3
40,VÂLCEA,"CĂMINUL CULTURAL TĂNĂSEȘTI",154,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:12:43",136,125,0,10,1,88,77,0,10,1,84,4,140,52,37,13,11,16,0,1,6
40,VÂLCEA,"CĂMINUL CULTURAL URȘANI",155,"ORAŞ HOREZU",168041,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:35",384,368,1,14,1,256,240,1,14,1,248,8,406,150,154,44,16,30,0,0,4
40,VÂLCEA,"CASA DE CULTURĂ CONSTANTIN BRÂNCOVEANU",149,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:52:10",1061,1052,1,8,0,633,625,0,8,0,605,24,1155,526,268,106,50,144,4,7,26
40,VÂLCEA,"CLUBUL COPIILOR HOREZU",148,"ORAŞ HOREZU",168041,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:04",1017,1001,4,12,0,581,568,1,12,0,557,24,1128,547,255,81,59,127,1,6,28
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:29:31",1186,1167,3,14,2,660,642,2,14,2,627,23,1280,630,236,153,68,137,2,14,17
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I - VIII ROMANII DE JOS",151,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:08",655,643,0,6,6,391,379,0,6,6,364,27,720,329,177,52,58,55,10,2,10
40,VÂLCEA,"ȘCOALA GENERALĂ ROMANII DE SUS - SĂLIȘTEA",153,"ORAŞ HOREZU",168041,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:20",629,620,1,7,1,290,282,0,7,1,233,57,680,390,139,11,37,10,35,1,0
