precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VERDE-voturi","FORȚA DREPTEI-voturi"
20,GORJ,"CĂMINUL CULTURAL CIUPERCENI",190,CIUPERCENI,79656,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:26",429,392,2,27,8,315,279,1,27,8,306,9,450,135,133,6,154,5,8
20,GORJ,"CĂMINUL CULTURAL PEŞTEANA-VULCAN",191,CIUPERCENI,79656,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:07:02",283,238,0,36,9,208,163,0,36,9,205,3,300,92,64,4,108,13,16
20,GORJ,"CĂMINUL CULTURAL VÂRTOPU",193,CIUPERCENI,79656,5,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:26:21",333,324,0,7,2,250,241,0,7,2,241,9,345,95,62,36,91,6,46
20,GORJ,"ŞCOALA PRIMARĂ STRÎMBA VULCAN",192,CIUPERCENI,79656,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:17:22",316,299,1,8,8,205,189,0,8,8,189,16,300,95,102,7,71,6,3
