precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAP ARNOLD-SANDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BAN CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FLUERAŞ LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SPANIK ALEXANDRA-AURELIA-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMINUL CULTURAL ADEA",359,"SINTEA MARE",12055,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:45",840,810,6,5,19,520,494,2,5,19,487,33,920,400,117,177,114,79
2,ARAD,"CĂMINUL CULTURAL ŢIPAR I",360,"SINTEA MARE",12055,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:43:15",1125,1105,1,5,14,657,638,0,5,14,611,46,1228,571,42,269,266,34
2,ARAD,"CLUBUL TINERETULUI",358,"SINTEA MARE",12055,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:45",1012,990,0,5,17,658,636,0,5,17,620,38,1120,462,9,323,229,59
