precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 CHERESIG",638,TOBOLIU,32201,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:22",1030,955,1,44,30,766,692,0,44,30,754,12,1047,281,568,186
5,BIHOR,"ȘCOALA GIMNAZIALĂ TOBOLIU",637,TOBOLIU,32201,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:53",801,758,0,14,29,612,569,0,14,29,595,17,831,219,156,439
