precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TIŢA PETRUŢ-BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","OPINCARU GHEORGHE-STELIEAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"GRADINITA DUMBRAVA",397,ULMI,65501,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:16:12",1007,1002,2,3,0,539,536,0,3,0,524,15,1100,546,453,71
16,DÂMBOVIŢA,"GRADINITA MATRACA",398,ULMI,65501,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:40",688,682,0,6,0,411,405,0,6,0,404,7,760,349,370,34
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ION CONSTANTINESCU VIISOARA",399,ULMI,65501,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:12",1174,1167,0,7,0,703,696,0,7,0,691,12,1284,581,643,48
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ULMI",396,ULMI,65501,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:09",1154,1146,3,5,0,637,632,0,5,0,621,16,1260,623,530,91
