precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL VERDE-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ IUGANI - ŞCOALA NOUĂ",537,MIRCEŞTI,97811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:16",1352,1342,0,5,5,734,724,0,5,5,718,16,1500,766,208,274,117,103,2,14,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ IUGANI - ŞCOALA NOUĂ",538,MIRCEŞTI,97811,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:05:39",526,517,0,4,5,281,272,0,4,5,268,13,600,319,75,90,43,51,3,5,1
24,IAŞI,"ŞCOALA GIMNAZIALA VASILE ALECSANDRI MIRCESTI",536,MIRCEŞTI,97811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:43",1238,1234,0,1,3,628,624,0,1,3,614,14,1300,672,107,254,33,116,15,18,71
