precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PASERE IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ORZA MARIUS-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","GULIN MARIAN-PARTIDUL PRO ROMÂNIA-voturi","CODREA VASILE-MARIAN-voturi"
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:59",402,394,0,6,2,215,207,0,6,2,201,14,450,235,118,18,50,15
26,MARAMUREŞ,"ȘCOALA GENERALĂ",411,STRÂMTURA,109005,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:32",500,493,0,5,2,256,249,0,5,2,248,8,550,294,181,34,2,31
26,MARAMUREŞ,"ȘCOALA GENERALĂ",409,STRÂMTURA,109005,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:24",1606,1597,3,2,4,784,778,0,2,4,747,37,1746,962,483,193,15,56
26,MARAMUREŞ,"ȘCOALA GENERALĂ",412,STRÂMTURA,109005,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:31",410,406,0,4,0,182,178,0,4,0,167,15,450,268,86,47,3,31
