precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CAMIN CULTURAL BURSUCANI",225,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:45",482,480,0,1,1,261,259,0,1,1,250,11,529,268,21,64,148,17
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂBĂNEŞTI",224,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:41",595,592,0,3,0,355,352,0,3,0,339,16,651,296,32,103,200,4
18,GALAŢI,"SCOALA GENERALĂ LUNGEŞTI",226,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:04",460,456,0,0,4,238,234,0,0,4,229,9,497,259,9,70,148,2
