precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FĂGĂRAŞ VASILE-VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","POP VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","PÁNCZÉL SZILAMER-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL PUSTA",543,ŞINCAI,119803,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:30",97,87,0,9,1,82,72,0,9,1,74,8,100,18,37,36,1
28,MUREŞ,"CĂMINUL CULTURAL ȘINCAI",541,ŞINCAI,119803,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:08",888,824,1,32,31,584,521,0,32,31,558,26,923,339,224,161,173
28,MUREŞ,"CĂMINUL CULTURAL ȘINCAI-FÂNAȚE",544,ŞINCAI,119803,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:41",177,151,0,21,5,137,111,0,21,5,131,6,181,44,69,58,4
28,MUREŞ,"CENTRUL PENTRU ACTIVITĂȚI CULTURALE LECHINCIOARA",542,ŞINCAI,119803,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:49",114,82,1,28,3,97,66,0,28,3,97,0,99,2,80,16,1
